question_id,question,options,correct_answer,model_answer,is_correct,bleu,f1,response_time,error_message
11,حكم الاستنجاء باليد اليمنى:,"أ: جائز بإجماع العلماء
ب: منهي عنه بإجماع العلماء
ج: مستحب عند الحاجة",ب, الإجابة: أ: جائز بإجماع العلماء ,False,0.008588486560503192,0.0,1.1984493732452393,
12,حكم السواك عند الصلاة:,"أ: واجب بإجماع العلماء
ب: مستحب ومشروع بإجماع العلماء
ج: مباح فقط",ب, الإجابة: ب: مستحب ومشروع بإجماع العلماء ,True,0.0071638813215387015,1.0,1.4558303356170654,
13,حكم الختان للرجال:,"أ: واجب بإجماع العلماء
ب: من سنن الإسلام ومشروع بإجماع العلماء
ج: مستحب فقط",ب, الإجابة: أ: واجب بإجماع العلماء ,True,0.008588486560503192,1.0,1.3027586936950684,
14,حكم التثليث في الوضوء:,"أ: واجب بإجماع العلماء
ب: غير واجب بإجماع العلماء
ج: مستحب عند الجمهور",ب, الإجابة: ب: غير واجب بإجماع العلماء ,True,0.007805988703535686,1.0,1.472193717956543,
15,ما هو حكم استقبال القبلة في الصلاة:,"أ: مستحب عند الجمهور
ب: واجب بإجماع العلماء
ج: سنة مؤكدة",ب, الإجابة: ب: واجب بإجماع العلماء ,True,0.008588486560503192,1.0,1.3015062808990479,
16,حكم الطهارة للصلاة:,"أ: مستحبة عند الجمهور
ب: واجبة بإجماع المسلمين
ج: سنة مؤكدة",ب, الإجابة: ب: واجبة بإجماع المسلمين ,True,0.008176856499690712,1.0,1.0989530086517334,
17,حكم قراءة الفاتحة في الصلاة:,"أ: مستحبة عند الجمهور
ب: واجبة بإجماع العلماء
ج: سنة مؤكدة",ب, الإجابة: ب: واجبة بإجماع العلماء ,True,0.008377152169377823,1.0,1.1833834648132324,
18,حكم الزكاة في الإسلام:,"أ: مستحبة عند الجمهور
ب: واجبة بإجماع المسلمين
ج: سنة مؤكدة",ب, الإجابة: ب: واجبة بإجماع المسلمين ,True,0.008176856499690712,1.0,1.2316079139709473,
19,حكم التيمم عند عدم وجود الماء:,"أ: محرم بإجماع العلماء
ب: جائز بإجماع العلماء
ج: مكروه عند الجمهور",ب, الإجابة: ب: جائز بإجماع العلماء ,True,0.008588486560503192,1.0,1.2746832370758057,
20,حكم المسح على الخفين:,"أ: محرم بإجماع العلماء
ب: جائز بإجماع العلماء
ج: مكروه عند الجمهور",ب, الإجابة: ب: جائز بإجماع العلماء ,True,0.008588486560503192,1.0,1.1597580909729004,
21,حكم الصلاة على الميت:,"أ: سنة مؤكدة
ب: فرض كفاية بإجماع العلماء
ج: مستحبة فقط",ب, الإجابة: ب: فرض كفاية بإجماع العلماء ,True,0.007633935801913548,1.0,1.1615517139434814,
22,حكم سجود السهو:,"أ: مستحب فقط
ب: واجب عند جمهور العلماء
ج: سنة مؤكدة",ب, الإجابة: ب: واجب عند جمهور العلماء ,True,0.007986728673290205,1.0,1.2915065288543701,
23,حكم صلاة الجمعة على الرجال:,"أ: سنة مؤكدة
ب: فرض عين بإجماع العلماء
ج: فرض كفاية",ب, الإجابة: ب: فرض عين بإجماع العلماء ,True,0.007986728673290205,1.0,1.2427456378936768,
24,حكم صلاة العيدين:,"أ: فرض عين
ب: سنة مؤكدة عند جمهور العلماء
ج: فرض كفاية",ب, الإجابة: ج: فرض كفاية ,False,0.011603982212675388,0.0,0.929405927658081,
25,حكم العمرة في العمر:,"أ: سنة مؤكدة
ب: واجبة مرة واحدة بإجماع العلماء
ج: مستحبة فقط",ب, الإجابة: ب: واجبة مرة واحدة بإجماع العلماء ,True,0.0067525623389387635,1.0,1.2753727436065674,
26,حكم صلاة التراويح:,"أ: فرض عين
ب: سنة مؤكدة بإجماع العلماء
ج: فرض كفاية",ب, الإجابة: ب: سنة مؤكدة بإجماع العلماء ,True,0.007633935801913548,1.0,1.330028772354126,
27,حكم البيع بشرط الخيار:,"أ: محرم بإجماع العلماء
ب: جائز بإجماع العلماء
ج: مكروه عند الجمهور",ب, الإجابة: ب: جائز بإجماع العلماء ,True,0.008588486560503192,1.0,1.2437124252319336,
28,حكم بيع الذهب بالذهب متفاضلاً (مع زيادة):,"أ: جائز بإجماع العلماء
ب: محرم بإجماع العلماء
ج: مكروه عند الجمهور",ب, الإجابة: ب: محرم بإجماع العلماء ,True,0.008588486560503192,1.0,1.2881228923797607,
29,حكم بيع الفضة بالفضة متفاضلاً:,"أ: جائز بإجماع العلماء
ب: محرم بإجماع العلماء
ج: مكروه عند الجمهور",ب, الإجابة: ب: محرم بإجماع العلماء ,True,0.008588486560503192,1.0,1.3066003322601318,
30,حكم بيع الطعام بالطعام متفاضلاً:,"أ: جائز بإجماع العلماء
ب: محرم بإجماع العلماء
ج: مكروه عند الجمهور",ب, الإجابة: ب: محرم بإجماع العلماء ,True,0.008588486560503192,1.0,1.3496150970458984,
31,حكم بيع العربون:,"أ: محرم بإجماع العلماء
ب: جائز عند جمهور العلماء
ج: مكروه عند الجمهور",ب, الإجابة: ب: جائز عند جمهور العلماء ,True,0.007986728673290205,1.0,1.0987155437469482,
32,حكم الشفعة في العقار:,"أ: محرمة بإجماع العلماء
ب: ثابتة بإجماع العلماء
ج: مكروهة عند الجمهور",ب, الإجابة: ب: ثابتة بإجماع العلماء ,True,0.008377152169377823,1.0,1.1188488006591797,
33,حكم الوقف في الإسلام:,"أ: محرم بإجماع العلماء
ب: جائز ومستحب بإجماع العلماء
ج: مكروه عند الجمهور",ب, الإجابة: ب: جائز ومستحب بإجماع العلماء ,True,0.007313425995364251,1.0,1.3354227542877197,
34,حكم الهبة:,"أ: محرمة بإجماع العلماء
ب: جائزة ومستحبة بإجماع العلماء
ج: مكروهة عند الجمهور",ب, الإجابة: ب: جائزة ومستحبة بإجماع العلماء ,True,0.00702083472657119,1.0,1.5833988189697266,
35,حكم العارية:,"أ: محرمة بإجماع العلماء
ب: جائزة بإجماع العلماء
ج: مكروهة عند الجمهور",ب, الإجابة: ب: جائزة بإجماع العلماء ,True,0.008377152169377823,1.0,1.2401506900787354,
36,حكم إعارة السلاح في الفتنة:,"أ: جائزة بإجماع العلماء
ب: محرمة بإجماع العلماء
ج: مكروهة عند الجمهور",ب, الإجابة: ب: محرمة بإجماع العلماء ,True,0.008377152169377823,1.0,1.3461716175079346,
37,حكم الوديعة (حفظ المال):,"أ: محرمة بإجماع العلماء
ب: جائزة وواجبة عند الجمهور
ج: مكروهة عند الجمهور",ب, الإجابة: ب: جائزة وواجبة عند الجمهور ,True,0.007633935801913548,1.0,1.463512897491455,
38,حكم الوكالة:,"أ: محرمة بإجماع العلماء
ب: جائزة بإجماع العلماء
ج: مكروهة عند الجمهور",ب, الإجابة: ب: جائزة بإجماع العلماء ,True,0.008377152169377823,1.0,1.1688501834869385,
39,حكم المضاربة (شركة بين مال وعمل):,"أ: محرمة بإجماع العلماء
ب: جائزة بإجماع العلماء
ج: مكروهة عند الجمهور",ب, الإجابة: ب: جائزة بإجماع العلماء ,True,0.008377152169377823,1.0,1.1657330989837646,
40,حكم المساقاة (شركة بين شجر وعمل):,"أ: محرمة بإجماع العلماء
ب: جائزة بإجماع العلماء
ج: مكروهة عند الجمهور",ب, الإجابة: ب: جائزة بإجماع العلماء ,True,0.008377152169377823,1.0,1.1594536304473877,
41,حكم المزارعة (شركة بين أرض وعمل):,"أ: محرمة بإجماع العلماء
ب: جائزة بإجماع العلماء
ج: مكروهة عند الجمهور",ب, الإجابة: ب: جائزة بإجماع العلماء ,True,0.008377152169377823,1.0,1.162348985671997,
42,حكم الصلح بين الخصوم:,"أ: محرم بإجماع العلماء
ب: جائز ومستحب بإجماع العلماء
ج: مكروه عند الجمهور",ب, الإجابة: ب: جائز ومستحب بإجماع العلماء ,True,0.007313425995364251,1.0,1.4692597389221191,
43,حكم الإبراء من الدين:,"أ: محرم بإجماع العلماء
ب: جائز بإجماع العلماء
ج: مكروه عند الجمهور",ب, الإجابة: ب: جائز بإجماع العلماء ,True,0.008588486560503192,1.0,1.2079546451568604,
44,حكم إجارة العين لمالكها:,"أ: محرمة بإجماع العلماء
ب: جائزة عند جمهور العلماء
ج: مكروهة عند الجمهور",ب, الإجابة: ب: جائزة عند جمهور العلماء ,True,0.007805988703535686,1.0,1.3228023052215576,
45,حكم الإجارة على الأعمال المحرمة:,"أ: جائزة بإجماع العلماء
ب: باطلة ومحرمة بإجماع العلماء
ج: مكروهة عند الجمهور",ب, الإجابة: ب: باطلة ومحرمة بإجماع العلماء ,True,0.0071638813215387015,1.0,1.5300779342651367,
46,حكم إجارة الرجل لامرأة أجنبية للإرضاع:,"أ: محرمة بإجماع العلماء
ب: جائزة بإجماع العلماء
ج: مكروهة عند الجمهور",ب, الإجابة: أ: محرمة بإجماع العلماء ,False,0.008377152169377823,0.0,1.450779914855957,
47,حكم الجعالة (جعل أجرة على عمل مجهول):,"أ: محرمة بإجماع العلماء
ب: جائزة بإجماع العلماء
ج: مكروهة عند الجمهور",ب, الإجابة: أ: محرمة بإجماع العلماء ,False,0.008377152169377823,0.0,1.4108264446258545,
48,حكم السبق (الجائزة) في المسابقات:,"أ: محرم في جميع الحالات
ب: جائز في الخيل والإبل والسهام بإجماع العلماء
ج: مكروه عند الجمهور",ب, الإجابة: ب: جائز في الخيل والإبل والسهام بإجماع العلماء ,True,0.005433186420677938,1.0,1.7921442985534668,
49,حكم الرهن:,"أ: محرم بإجماع العلماء
ب: جائز بإجماع العلماء
ج: مكروه عند الجمهور",ب, الإجابة: ب: جائز بإجماع العلماء ,True,0.008588486560503192,1.0,1.2389593124389648,
50,حكم الكفالة والضمان:,"أ: محرمان بإجماع العلماء
ب: الكفالة والضمان جائزان بإجماع العلماء
ج: مكروهان عند الجمهور",ب, الإجابة: ب: الكفالة والضمان جائزان بإجماع العلماء ,True,0.005965939103175657,1.0,1.6979236602783203,
51,حكم الحوالة:,"أ: الحوالة محرمة بإجماع العلماء
ب: الحوالة جائزة بإجماع العلماء
ج: الحوالة مكروهة عند الجمهور",ب, الإجابة: ب: الحوالة جائزة بإجماع العلماء ,True,0.00702083472657119,1.0,1.4900527000427246,
52,حكم الأيمان:,"أ: الأيمان محرمة بإجماع العلماء
ب: الأيمان جائزة بالله وصفاته
ج: الأيمان مكروهة عند الجمهور",ب, الإجابة: ب: الأيمان جائزة بالله وصفاته ,True,0.007313425995364251,1.0,1.5812301635742188,
53,حكم الصيد بالكلب المعلم:,"أ: الصيد بالكلب المعلم محرم بإجماع العلماء
ب: الصيد بالكلب المعلم جائز بإجماع العلماء
ج: الصيد بالكلب المعلم مكروه عند الجمهور",ب, الإجابة: ب: الصيد بالكلب المعلم جائز بإجماع العلماء ,True,0.005776163584689931,1.0,1.6826984882354736,
54,حكم الذبائح:,"أ: الذبائح محرمة بإجماع العلماء
ب: الذبائح حلال بإجماع المسلمين ما لم تذبح لغير الله
ج: الذبائح مكروهة عند الجمهور",ب, الإجابة: ب: الذبائح حلال بإجماع المسلمين ما لم تذبح لغير الله ,True,0.0049936829345510496,1.0,2.0800557136535645,
55,حكم الصيد بالجوارح (غير الكلب):,"أ: الصيد بالجوارح (غير الكلب) محرم بإجماع العلماء
ب: الصيد بالجوارح (غير الكلب) جائز بإجماع العلماء
ج: الصيد بالجوارح (غير الكلب) مكروه عند الجمهور",ب, ج: الصيد بالجوارح (غير الكلب) مكروه عند الجمهور ,False,0.00616976802746866,0.0,2.1023199558258057,
56,حكم الأضحية:,"أ: الأضحية فرض عين
ب: الأضحية سنة مؤكدة عند جمهور العلماء
ج: الأضحية فرض كفاية",ب, الإجابة: ج: الأضحية فرض كفاية ,False,0.009048295247234425,0.0,1.2698471546173096,
57,حكم العقيقة عن المولود:,"أ: العقيقة فرض عين
ب: العقيقة سنة مؤكدة بإجماع العلماء
ج: العقيقة فرض كفاية",ب, الإجابة: ج: العقيقة فرض كفاية ,False,0.009048295247234425,0.0,1.3190584182739258,
58,حكم الجهاد في سبيل الله:,"أ: الجهاد فرض عين على كل مسلم
ب: الجهاد فرض كفاية بإجماع العلماء
ج: الجهاد سنة مؤكدة",ب, الإجابة: ب: الجهاد فرض كفاية بإجماع العلماء ,True,0.006626589205134352,1.0,1.5408415794372559,
59,حكم قتال المرتد:,"أ: قتال المرتد محرم بإجماع العلماء
ب: قتال المرتد واجب بإجماع العلماء
ج: قتال المرتد مكروه عند الجمهور",ب, الإجابة: ب: قتال المرتد واجب بإجماع العلماء ,True,0.006626589205134352,1.0,1.5218493938446045,
60,حكم قتال البغاة:,"أ: قتال البغاة محرم بإجماع العلماء
ب: قتال البغاة واجب بإجماع العلماء
ج: قتال البغاة مكروه عند الجمهور",ب, الإجابة: ب: قتال البغاة واجب بإجماع العلماء ,True,0.006626589205134352,1.0,1.6361050605773926,
61,حكم قتال أهل الذمة:,"أ: قتال أهل الذمة واجب بإجماع العلماء
ب: قتال أهل الذمة محرم بإجماع العلماء ما لم ينقضوا العهد
ج: قتال أهل الذمة مكروه عند الجمهور",ب, الإجابة: ب: قتال أهل الذمة محرم بإجماع العلماء ما لم ينقضوا العهد ,True,0.004740784076857388,1.0,1.9163260459899902,
62,حكم الجزية:,"أ: الجزية محرمة بإجماع العلماء
ب: الجزية واجبة على أهل الكتاب بإجماع العلماء
ج: الجزية مكروهة عند الجمهور",ب, الإجابة: ب: الجزية واجبة على أهل الكتاب بإجماع العلماء ,True,0.005514743143838301,1.0,1.5298256874084473,
63,حكم الرق (العبودية):,"أ: الرق محرم بإجماع العلماء
ب: الرق مشروع في بعض الحالات وبشروط بإجماع العلماء
ج: الرق مكروه عند الجمهور",ب, الإجابة: ب: الرق مشروع في بعض الحالات وبشروط بإجماع العلماء ,True,0.005131423326712104,1.0,1.7607347965240479,
64,حكم العتق:,"أ: العتق محرم بإجماع العلماء
ب: العتق مستحب بإجماع المسلمين
ج: العتق مكروه عند الجمهور",ب, الإجابة: ب: العتق مستحب بإجماع المسلمين ,True,0.0071638813215387015,1.0,1.797245740890503,
65,حكم الولاء:,"أ: الولاء محرم بإجماع العلماء
ب: الولاء للمسلم على المسلم واجب بإجماع العلماء
ج: الولاء مكروه عند الجمهور",ب, الإجابة: ب: الولاء للمسلم على المسلم واجب بإجماع العلماء ,True,0.005354194904142114,1.0,1.4497594833374023,
66,حكم شهادة الزور:,"أ: شهادة الزور جائزة بإجماع العلماء
ب: شهادة الزور محرمة بإجماع المسلمين
ج: شهادة الزور مكروهة عند الجمهور",ب, الإجابة: ب: شهادة الزور محرمة بإجماع المسلمين ,True,0.006389329974674238,1.0,1.5532515048980713,
67,حكم القضاء في الإسلام:,"أ: القضاء محرم بإجماع العلماء
ب: القضاء واجب على الكفاية بإجماع العلماء
ج: القضاء مكروه عند الجمهور",ب, الإجابة: ب: القضاء واجب على الكفاية بإجماع العلماء ,True,0.005869389976559867,1.0,1.568789005279541,
68,حكم المظالم:,"أ: المظالم جائزة بإجماع العلماء
ب: المظالم محرمة بإجماع المسلمين
ج: المظالم مكروهة عند الجمهور",ب, الإجابة: أ: المظالم جائزة بإجماع العلماء ,False,0.00702083472657119,0.0,1.3457114696502686,
69,حكم أخذ مال المسلم بغير حق:,"أ: أخذ مال المسلم جائز بإجماع العلماء
ب: أخذ مال المسلم محرم بإجماع المسلمين
ج: أخذ مال المسلم مكروه عند الجمهور",ب, الإجابة: ب: أخذ مال المسلم محرم بإجماع المسلمين ,True,0.00616976802746866,1.0,1.5905864238739014,
70,حكم المهر في النكاح:,"أ: المهر مستحب فقط
ب: المهر واجب بإجماع العلماء
ج: المهر سنة مؤكدة",ب, الإجابة: ب: المهر واجب بإجماع العلماء ,True,0.007469938459592591,1.0,1.2868616580963135,
71,حكم الصداق (الهبة من الرجل لزوجته):,"أ: الصداق محرم بإجماع العلماء
ب: الصداق جائز ومستحب بإجماع العلماء
ج: الصداق مكروه عند الجمهور",ب, الإجابة: ب: الصداق جائز ومستحب بإجماع العلماء ,True,0.006389329974674238,1.0,1.5548717975616455,
72,حكم الإعسار في الدين:,"أ: يحبس المعسر
ب: ينظر المعسر بإجماع العلماء
ج: يباع ماله فوراً",ب, الإجابة: ب: ينظر المعسر بإجماع العلماء ,True,0.007313425995364251,1.0,1.4286096096038818,
73,حكم الإفلاس:,"أ: يخفى أمره
ب: يعلن إفلاسه بإجماع العلماء
ج: يترك دون تدخل",ب, الإجابة: ب: يعلن إفلاسه بإجماع العلماء ,True,0.007313425995364251,1.0,1.3558378219604492,
74,حكم التفليس:,"أ: التفليس محرم بإجماع العلماء
ب: التفليس جائز بإجماع العلماء
ج: التفليس مكروه عند الجمهور",ب, الإجابة: أ: التفليس محرم بإجماع العلماء ,False,0.0071638813215387015,0.0,1.4986164569854736,
75,حكم الكفالة:,"أ: الكفالة محرمة بإجماع العلماء
ب: الكفالة جائزة بإجماع العلماء
ج: الكفالة مكروهة عند الجمهور",ب, الإجابة: ب: الكفالة جائزة بإجماع العلماء ,True,0.00702083472657119,1.0,1.5790245532989502,
76,حكم الضمان:,"أ: الضمان محرم بإجماع العلماء
ب: الضمان جائز بإجماع العلماء
ج: الضمان مكروه عند الجمهور",ب, الإجابة: ب: الضمان جائز بإجماع العلماء ,True,0.007313425995364251,1.0,1.3359172344207764,
77,حكم الإيلاء (اليمين على عدم قربان الزوجة):,"أ: الإيلاء محرم بإجماع العلماء
ب: الإيلاء جائز عند جمهور العلماء
ج: الإيلاء واجب في بعض الحالات",ب, الإجابة: أ: الإيلاء محرم بإجماع العلماء ,False,0.0071638813215387015,0.0,1.6026291847229004,
78,حكم الظهار:,"أ: الظهار جائز بإجماع العلماء
ب: الظهار محرم بإجماع العلماء
ج: الظهار مكروه عند الجمهور",ب, الإجابة: أ: الظهار جائز بإجماع العلماء ,False,0.007313425995364251,0.0,1.32126784324646,
79,حكم اللعان:,"أ: اللعان محرم بإجماع العلماء
ب: اللعان مشروع عند التهمة بالزنا
ج: اللعان مكروه عند الجمهور",ب, الإجابة: ب: اللعان مشروع عند التهمة بالزنا ,True,0.0067525623389387635,1.0,1.501556158065796,
80,حكم الخلع:,"أ: الخلع محرم بإجماع العلماء
ب: الخلع جائز بإجماع العلماء
ج: الخلع مكروه عند الجمهور",ب, الإجابة: ب: الخلع جائز بإجماع العلماء ,True,0.007469938459592591,1.0,1.3191862106323242,
81,حكم الطلاق:,"أ: الطلاق محرم في جميع الحالات
ب: الطلاق جائز بأسبابه وبشروطه بإجماع العلماء
ج: الطلاق واجب في جميع الحالات",ب, الإجابة: ب: الطلاق جائز بأسبابه وبشروطه بإجماع العلماء ,True,0.005514743143838301,1.0,1.9010775089263916,
82,حكم الرجعة بعد الطلاق:,"أ: الرجعة محرمة في جميع الحالات
ب: الرجعة جائزة في الطلاق الرجعي بإجماع العلماء
ج: الرجعة واجبة بإجماع العلماء",ب, الإجابة: ب: الرجعة جائزة في الطلاق الرجعي بإجماع العلماء ,True,0.005354194904142114,1.0,1.826580286026001,
83,حكم العدة بعد الطلاق:,"أ: العدة مستحبة فقط
ب: العدة واجبة بإجماع العلماء
ج: العدة سنة مؤكدة",ب, الإجابة: ب: العدة واجبة بإجماع العلماء ,True,0.007313425995364251,1.0,1.2669920921325684,
84,حكم النفقة بعد الطلاق:,"أ: النفقة مستحبة فقط
ب: النفقة واجبة في العدة بإجماع العلماء
ج: النفقة سنة مؤكدة",ب, الإجابة: ب: النفقة واجبة في العدة بإجماع العلماء ,True,0.006065997938636506,1.0,1.4602608680725098,
85,حكم الحضانة بعد الطلاق:,"أ: الحضانة مستحبة فقط
ب: الحضانة واجبة بإجماع العلماء
ج: الحضانة سنة مؤكدة",ب, الإجابة: ب: الحضانة واجبة بإجماع العلماء ,True,0.00702083472657119,1.0,1.3074357509613037,
86,حكم الوصية للوارث:,"أ: الوصية للوارث جائزة بإجماع العلماء
ب: الوصية للوارث محرمة بإجماع العلماء إلا بإذن باقي الورثة
ج: الوصية للوارث مستحبة في جميع الحالات",ب, الإجابة: ب: الوصية للوارث محرمة بإجماع العلماء إلا بإذن باقي الورثة ,True,0.004624392108240828,1.0,1.986936092376709,
87,حكم وجوب صلاة الوتر:,"أ: صلاة الوتر فرض عين
ب: صلاة الوتر سنة مؤكدة عند جمهور العلماء
ج: صلاة الوتر فرض كفاية",ب," الإجابة: 
ب: صلاة الوتر سنة مؤكدة عند جمهور العلماء ",True,0.005776163584689931,1.0,1.6753582954406738,
88,حكم ذبح غير المسلم للحيوان المأكول:,"أ: ذبيحته حلال بإجماع العلماء
ب: ذبيحته حرام إلا ذبيحة أهل الكتاب بالشروط المعتبرة عند جمهور العلماء
ج: ذبيحته مكروهة عند الجمهور",ب, الإجابة: ب: ذبيحته حرام إلا ذبيحة أهل الكتاب بالشروط المعتبرة عند جمهور العلماء ,True,0.004037212983094038,1.0,2.347984790802002,
89,حكم من سب الله أو رسوله:,"أ: هو مسلم عاصي
ب: هو كافر مرتد بإجماع العلماء
ج: قد تاب توبة نصوح",ب, الإجابة: ب: هو كافر مرتد بإجماع العلماء ,True,0.0071638813215387015,1.0,1.5321733951568604,
90,حكم اللعان بين الزوجين:,"أ: اللعان محرم بإجماع العلماء
ب: اللعان مشروع بإجماع العلماء عند التهمة بالزنا
ج: اللعان مكروه عند الجمهور",ب, الإجابة: ب: اللعان مشروع بإجماع العلماء عند التهمة بالزنا ,True,0.005277645918110919,1.0,1.872370719909668,
91,حكم المباهلة في الدين:,"أ: المباهلة محرمة بإجماع العلماء
ب: المباهلة جائزة بإجماع العلماء عند الحاجة
ج: المباهلة مكروهة عند الجمهور",ب, الإجابة: أ: المباهلة محرمة بإجماع العلماء ,False,0.006883858510498897,0.0,1.720268964767456,
92,حكم الرضاع المحرم للنكاح:,"أ: الرضاع لا يؤثر على النكاح
ب: الرضاع يحرم النكاح بإجماع العلماء
ج: الرضاع يكره النكاح فقط",ب, الإجابة: ب: الرضاع يحرم النكاح بإجماع العلماء ,True,0.006389329974674238,1.0,1.409621238708496,
93,حكم الحضانة للأطفال:,"أ: الحضانة مستحبة فقط
ب: الحضانة واجبة بإجماع العلماء
ج: الحضانة سنة مؤكدة",ب, الإجابة: ب: الحضانة واجبة بإجماع العلماء ,True,0.00702083472657119,1.0,1.257793664932251,
94,حكم الدعاء على الظالم:,"أ: الدعاء على الظالم محرم بإجماع العلماء
ب: الدعاء على الظالم جائز بإجماع العلماء
ج: الدعاء على الظالم مكروه عند الجمهور",ب, الإجابة: أ: الدعاء على الظالم محرم بإجماع العلماء ,False,0.005965939103175657,0.0,1.5629663467407227,
95,حكم مصافحة الرجل للمرأة الأجنبية:,"أ: المصافحة جائزة بإجماع العلماء
ب: المصافحة محرمة بإجماع العلماء
ج: المصافحة مكروهة عند الجمهور",ب, الإجابة: ب: المصافحة محرمة بإجماع العلماء ,True,0.006883858510498897,1.0,1.5821378231048584,
96,حكم صلاة الكسوف والخسوف:,"أ: صلاة الكسوف فرض عين
ب: صلاة الكسوف سنة مؤكدة بإجماع العلماء
ج: صلاة الكسوف فرض كفاية",ب, الإجابة: ب: صلاة الكسوف سنة مؤكدة بإجماع العلماء ,True,0.006065997938636506,1.0,1.7551100254058838,
97,حكم بيع العربون:,"أ: بيع العربون محرم بإجماع العلماء
ب: بيع العربون جائز عند جمهور العلماء
ج: بيع العربون مكروه عند الجمهور",ب, الإجابة: ب: بيع العربون جائز عند جمهور العلماء ,True,0.006277466950757328,1.0,1.523080587387085,
98,حكم إعارة السلاح في الفتنة:,"أ: إعارة السلاح جائزة بإجماع العلماء
ب: إعارة السلاح محرمة بإجماع العلماء
ج: إعارة السلاح مكروهة عند الجمهور",ب, الإجابة: ب: إعارة السلاح محرمة بإجماع العلماء ,True,0.006389329974674238,1.0,1.50235915184021,
99,حكم الوفاء بالكفارات:,"أ: الوفاء بالكفارات مستحب فقط
ب: الوفاء بالكفارات واجب بإجماع العلماء
ج: الوفاء بالكفارات سنة مؤكدة",ب, الإجابة: ب: الوفاء بالكفارات واجب بإجماع العلماء ,True,0.006065997938636506,1.0,1.5614464282989502,
100,حكم الوفاء بالنذر المباح:,"أ: الوفاء بالنذر مستحب فقط
ب: الوفاء بالنذر واجب بإجماع العلماء
ج: الوفاء بالنذر سنة مؤكدة",ب, الإجابة: ب: الوفاء بالنذر واجب بإجماع العلماء ,True,0.006389329974674238,1.0,1.483504056930542,
101,خيار المجلس عند المالكية:,"أ: خيار المجلس ثابت للمتبايعين ما لم يتفرقا
ب: خيار المجلس لا يثبت، والعقد يلزم بالإيجاب والقبول",ب, الإجابة: أ: خيار المجلس ثابت للمتبايعين ما لم يتفرقا ,False,0.0056860862169080505,0.0,1.799057960510254,
102,بيع الغرر اليسير في المذهب المالكي:,"أ: بيع الغرر اليسير ممنوع كالغرر الكثير
ب: بيع الغرر اليسير معفو عنه ولا يؤثر في صحة العقد",ب, الإجابة: ب: بيع الغرر اليسير معفو عنه ولا يؤثر في صحة العقد ,True,0.005131423326712104,1.0,2.1011550426483154,
103,من شروط صحة الحج:,"أ: الاستطاعة
ب: العقل
ج: الإسلام
د: جميع ما سبق",د, د: جميع ما سبق ,False,0.01571523700545522,0.0,1.085050344467163,
