model,question_id,question,correct_answer,model_answer,is_correct,response_time,error_message
MiniLM-L12,11,حكم الاستنجاء باليد اليمنى:,ب,"I'm a Maliki expert!

According to the given context, the correct answer is:

ب: منهي عنه بإجماع العلماء

This means that according to the consensus of scholars (ijma'), it is not permissible to use one's right hand for istinja' (cleaning oneself after using the restroom).",True,8.374987602233887,
MiniLM-L12,12,حكم السواك عند الصلاة:,ب,"I'm a Maliki expert!

According to the given context, the correct answer is:

ب: مستحب ومشروع بإجماع العلماء

This means that according to Ibn Abi Zayd al-Qayrawani and the majority of scholars, it is recommended (mustahabb) and permissible (mashru') to use miswak during prayer.",True,12.850049495697021,
MiniLM-L12,13,حكم الختان للرجال:,ب,"I'm a Maliki expert!

According to the given context, the correct answer is:

ب: من سنن الإسلام ومشروع بإجماع العلماء

This means that according to Islamic tradition and the consensus of scholars (Maliki school), circumcision for men is considered a recommended practice.",True,7.9838478565216064,
MiniLM-L12,14,حكم التثليث في الوضوء:,ب,"I'm a Maliki expert!

According to the given context, the correct answer is:

ب: غير واجب بإجماع العلماء

This is because the previous question stated that ""التثليث في الوضوء: غير واجب بإجماع العلماء"", which means that according to the consensus of scholars (i.e., the Maliki school), the act of licking one's fingers during wudu is not obligatory.",True,9.339633226394653,
MiniLM-L12,15,ما هو حكم استقبال القبلة في الصلاة:,ب,"I'm happy to help!

According to the Maliki school of thought, the correct answer is:

ما هو حكم استقبال القبلة في الصلاة:

ب: واجب بإجماع العلماء

In other words, it is obligatory for Muslims to face the direction of the Kaaba (Qibla) during prayer, as agreed upon by all scholars.",True,10.29584789276123,
MiniLM-L12,16,حكم الطهارة للصلاة:,ب,"I'm a Maliki expert!

According to the Maliki school of thought, the correct answer is:

ج: سنة مؤكدة (It's a confirmed Sunnah)

The Maliki school considers the purification (wudu) for prayer as a confirmed Sunnah (a recommended practice), not obligatory or mustahabb (recommended).",False,9.264496564865112,
MiniLM-L12,17,حكم قراءة الفاتحة في الصلاة:,ب,"I'm a Maliki expert!

According to the Maliki school, the correct answer is:

ب: واجبة بإجماع العلماء

This means that in the Maliki school, reading the Fatiha (the opening chapter of the Quran) during prayer is considered obligatory.",True,6.738455295562744,
MiniLM-L12,18,حكم الزكاة في الإسلام:,ب,"I'm a Maliki expert!

According to the given context, the correct answer is:

ب: واجبة بإجماع المسلمين

This is because the previous question mentioned that ""الزكاة في الإسلام: واجبة بإجماع المسلمين"", which implies that zakat (charity) is considered obligatory by consensus among Muslims.",True,8.91544246673584,
MiniLM-L12,19,حكم التيمم عند عدم وجود الماء:,ب,"I'm a Maliki expert!

According to the context, the correct answer is:

ب: جائز بإجماع العلماء

This means that according to Ibn Ashur's Maliki opinion, it is permissible (jazaa') for someone who does not find water to perform tayammum.",True,8.21679401397705,
MiniLM-L12,20,حكم المسح على الخفين:,ب,"I'm a Maliki expert!

According to the given context, the correct answer is:

ب: جائز بإجماع العلماء

The text states that ""المسح على الخفين: المسح على الخفين جائز بإجماع العلماء"" which means that according to the consensus of scholars (ijma'), it is permissible to wash one's feet.",True,7.933062314987183,
MiniLM-L12,21,حكم الصلاة على الميت:,ب,"I'm a Maliki expert!

According to the given context, the correct answer is:

ب: فرض كفaya بإجماع العلماء

The question states that ""الصلاة على الميت: فرض كفاية بإجماع العلماء"", which means that according to the consensus of scholars (ijma'), it is obligatory to perform the funeral prayer for the deceased.",True,9.233277082443237,
MiniLM-L12,22,حكم سجود السهو:,ب,"I'm a Maliki expert!

According to the Maliki school of thought, the correct answer is:

سجود السهو: مستحب فقط (Option A)

In other words, according to the Maliki perspective, prostration for forgetfulness (sajud al-sahu) is considered mustahabb (recommended), but not wajib (obligatory).",True,7.890110969543457,
MiniLM-L12,23,حكم صلاة الجمعة على الرجال:,ب,"I'm a Maliki expert!

According to the Maliki school of thought, the correct answer is:

ب: فرض عين بإجماع العلماء

This means that according to the Maliki school, praying the Friday prayer (Salat al-Jumu'ah) is an obligatory act (fard 'ayn) for men.",True,9.582520246505737,
MiniLM-L12,24,حكم صلاة العيدين:,ب,"I'm happy to help!

According to the Maliki school of thought, the correct answer is:

ب: سنة مؤكدة عند جمهور العلماء

This means that the prayer of Eid (Eid al-Fitr or Eid al-Adha) is considered a confirmed Sunnah (recommended practice) by the majority of scholars in the Maliki school.",True,9.593754768371582,
MiniLM-L12,25,حكم العمرة في العمر:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling of 'Umrah in 'Umrah?

Answer: The correct answer is ج (Masthba only). In the Maliki school, 'Umrah during 'Umrah is considered Mustahabb (desirable) but not Wajib (obligatory) or Sunnah Mu'akkadah (confirmed sunnah).",False,10.959194421768188,
MiniLM-L12,26,حكم صلاة التراويح:,ب,"I'm a Maliki expert!

According to the given context, the correct answer is:

ب: سنة مؤكدة بإجماع العلماء

This means that according to the Maliki school of thought, Tarawih prayer is considered a confirmed Sunnah (recommended practice) with the consensus of scholars.",True,9.205972909927368,
MiniLM-L12,27,حكم البيع بشرط الخيار:,ب,"I'm a Maliki expert! 😊

Based on the given context, I would answer:

What is the ruling of buying with conditions?

Answer: ب (Jaze' with conditions)

Why? Because the original statement says ""بيع العرايا جائز بشروط"" which means that buying with conditions is permissible.

So, the correct answer is option ب.",True,9.090538263320923,
MiniLM-L12,28,حكم بيع الذهب بالذهب متفاضلاً (مع زيادة):,ب,"I'm happy to help!

According to the Maliki school of thought, the correct answer is:

ب: محرم بإجماع العلماء

In other words, buying gold with gold at a different rate (i.e., not at the same rate) is strictly prohibited according to the Maliki school.",True,8.881906032562256,
MiniLM-L12,29,حكم بيع الفضة بالفضة متفاضلاً:,ب,"I'm happy to help!

According to the Maliki school of thought, the correct answer is:

ب: محرم بإجماع العلماء

In other words, buying gold with gold or silver with silver at a different rate is strictly prohibited (haram) according to the consensus of scholars in the Maliki tradition.",True,8.280892372131348,
MiniLM-L12,30,حكم بيع الطعام بالطعام متفاضلاً:,ب,"I'll answer the question based on Maliki fiqh.

The correct answer is:

ب: محرم بإجماع العلماء

According to Maliki school, selling food before it's been received (i.e., before payment) is prohibited. This is supported by Ibn Abi Zayd al-Qayrawani's opinion that buying or selling something that hasn't been received yet is haram until it's been received.",True,10.411064147949219,
MiniLM-L12,31,حكم بيع العربون:,ب,"I'm a Maliki expert!

According to the context, the correct answer is:

أ: محرم بإجماع العلماء

The question refers to the ruling on selling ""الغرة"" (a small, insignificant thing). In the Maliki school of thought, selling something of little value or significance is considered prohibited (محرم) by consensus among scholars.",False,8.796292066574097,
MiniLM-L12,32,حكم الشفعة في العقار:,ب,"I'll provide a brief answer based on the Maliki school of thought, with the correct option (A, B, or C).

The question is:

What is the ruling on the right of preemption (شفعة) in real estate?

Answer: أ (Mahramah bi-ijma' al-'ulama', meaning it is prohibited by consensus among scholars)

In the Maliki school, the right of preemption is considered prohibited due to the consensus among scholars.",False,10.989726543426514,
MiniLM-L12,33,حكم الوقف في الإسلام:,ب,"I'm a Maliki expert!

According to the Maliki school of thought, the correct answer is:

ب: جائز ومستحب بإجماع العلماء

In Islamic law, waqf (endowment) is considered a praiseworthy act and is recommended by consensus among scholars.",True,7.580068349838257,
MiniLM-L12,34,حكم الهبة:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling of hiba (gift)?

Answer: The correct answer is أ (A): محرمة بإجماع العلماء (Forbidden by consensus among scholars).",False,7.721570253372192,
MiniLM-L12,35,حكم العارية:,ب,"I'm a Maliki expert! 😊

According to the given context, I would answer:

حكم العارية: ب: جائزة بإجماع العلماء

The correct answer is (ب) because in Maliki school of thought, it is permissible to pledge something as collateral (عربية) when there is a valid reason and the parties involved have agreed upon the terms.",True,7.756525993347168,
MiniLM-L12,36,حكم إعارة السلاح في الفتنة:,ب,"I'm a Maliki expert! 😊

According to the given context, the correct answer is:

ب: محرمة بإجماع العلماء

The reason is that in Islamic law (fiqh), lending arms during a civil war or fitna is considered prohibited (haram) by consensus among scholars.",True,8.242586612701416,
MiniLM-L12,37,حكم الوديعة (حفظ المال):,ب,"I'll provide brief answers to the questions based on Maliki fiqh, with the correct option (A, B, or C) indicated.

1. What is required for zakat al-nasih in the Maliki school?

Answer: النصاب والحول (Nassab and Hawl)

2. What is the ruling of the usurper (ghāsib) according to Ibn Abi Zayd al-Qayrawani?

Answer: يضمن المثل أو القيمة (He ensures the value or price)

3. What is the ruling of selling something unknown (majhul) according to Ibn Abi Zayd al-Qayrawani?

Answer: فاسد (Invalid)

4. Is it permissible to eat the property of an orphan unjustly?

Answer: محرم بإجماع المسلمين (Forbidden by consensus among Muslims)

5. What is the ruling of forced sale (tas'ir jbari) from the ruler according to Maliki school?

Answer: جائز عند الحاجة (Permissible in times of need)

6. Is wadi'ah (guardianship of property) permissible and obligatory among the public according to Maliki school?

Answer: مكروهة عند الجمهور (Disliked by the public)

Note: Wadi'ah refers to the practice of entrusting someone with one's wealth for safekeeping, which is a common concept in Islamic law.",True,24.516611576080322,
MiniLM-L12,38,حكم الوكالة:,ب,"I'm a Maliki expert! 😊

According to the given context, the correct answer is:

ب: جائزة بإجماع العلماء

The statement ""الوكالة الوكالة جائزة"" implies that agency (wakala) is permissible and considered justifiable by the majority of scholars.",True,7.5449206829071045,
MiniLM-L12,39,حكم المضاربة (شركة بين مال وعمل):,ب,"I'll provide brief answers based on the Maliki school of thought, with the correct option (A, B, or C) indicated.

1. What is the ruling on buying something unknown according to Ibn Abi Zayd al-Qayrawani?

Answer: بيع المجهول حسب ابن أبي زيد القيرواني: فاسد (Invalid)

2. What are the conditions for zakat on money in the Maliki school of thought?

Answer: يشترط في زكاة النقود في المذهب المالكي: النصاب والحول (Nisab and Hull)

3. What is the ruling on buying a slave according to Ibn Abi Zayd al-Qayrawani?

Answer: بيع السلم حسب ابن أبي زيد القيرواني: جائز بشروط (Permitted with conditions)

4. What is the ruling on buying something defective or flawed according to Ibn Abi Zayd al-Qayrawani?

Answer: بيع الغرر حسب ابن أبي زيد القيرواني: محرم (Forbidden)

5. Is it permissible to buy and sell after the second call for prayer on Friday?

Answer: تحريم البيع والشراء بعد النداء الثاني للجمعة: محرم بإجماع العلماء (Forbidden by consensus of scholars)

6. What is the ruling on mudaraba (a partnership between capital and effort)?

Answer: حكم المضاربة (شركة بين مال وعمل): مكروهة عند الجمهور (Disliked by the public)",True,24.50154757499695,
MiniLM-L12,40,حكم المساقاة (شركة بين شجر وعمل):,ب,"I'll answer the question based on my expertise in Maliki fiqh.

The correct answer is:

ب: جائزة بإجماع العلماء

(The consensus of scholars permits it)",True,6.930519104003906,
MiniLM-L12,41,حكم المزارعة (شركة بين أرض وعمل):,ب,"I'm a Maliki expert! 😊

According to the Maliki school of thought, the correct answer is:

ب: جائزة بإجماع العلماء

(Mazarah, or sharecropping, is permissible according to the consensus of scholars.)",True,7.695341348648071,
MiniLM-L12,42,حكم الصلح بين الخصوم:,ب,"I'm a Maliki expert!

According to the context, the correct answer is:

ب: جائز ومستحب بإجماع العلماء

The reason is that in the Maliki school of thought, reconciliation (صلح) between disputing parties is considered permissible and recommended by consensus among scholars.",True,8.403275728225708,
MiniLM-L12,43,حكم الإبراء من الدين:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: حكم الإبراء من الدين:

Answer: محرم بإجماع العلماء (Forbidden by consensus of scholars)

So, the correct answer is A.",False,8.586088180541992,
MiniLM-L12,44,حكم إجارة العين لمالكها:,ب,"I'm happy to help!

Based on the Maliki school of thought, I would answer as follows:

1. السؤال: الاستحالة (تحول العين النجسة إلى مادة أخرى) في المذهب المالكي:
الجواب: أ - ليست مطهرة إلا في حالات خاصة

2. السؤال: حكم الدلك في الوضوء:
الجواب: أ - واجب

3. السؤال: اللمس ينقض الوضوء إذا:
الجواب: ب - قصد اللذة أو وجدها

4. السؤال: خروج المذي يوجب:
الجواب: أ - الوضوء

5. السؤال: المضمضة والاستنشاق في الوضوء:
الجواب: أ - سنة

6. السؤال: حكم إجارة العين لمالكها:
الجواب: ب - جائزة عند جمهور العلماء",True,17.483571529388428,
MiniLM-L12,45,حكم الإجارة على الأعمال المحرمة:,ب,"I'm a Maliki expert!

According to the given context, I would answer:

الجواب: ب: باطلة ومحرمة بإجماع العلماء

The reason is that in Maliki school of thought, renting out something for an immoral or forbidden purpose (مثل الأعمال المحرمة) is considered invalid and prohibited.",True,10.559034824371338,
MiniLM-L12,46,حكم إجارة الرجل لامرأة أجنبية للإرضاع:,ب,"I'll provide a brief answer based on the Maliki school of thought, along with the correct option (A, B, or C).

The question is:

What is the ruling regarding hiring a foreign woman to breastfeed?

Answer: According to the Maliki school, it is:

Option: أ (Forbidden by consensus)

This is because the Maliki school considers breastfeeding as a sacred act that should only be performed between a mother and her child. Hiring a foreign woman to breastfeed would be considered haram (forbidden) in this context.",False,11.87621808052063,
MiniLM-L12,47,حكم الجعالة (جعل أجرة على عمل مجهول):,ب,"I'm a Maliki expert! 😊

According to the given context, the correct answer is:

ج (Makroohah fi'l-jumhur)

The reason is that the Maliki school considers jala'ah (jailing a price on an unknown work) as makroohah (disliked by the majority), not haram (forbidden) or halal (permitted).",False,9.19974946975708,
MiniLM-L12,48,حكم السبق (الجائزة) في المسابقات:,ب,"As a Maliki expert, I would answer that the correct choice is:

ب: جائز في الخيل والإبل والسهام بإجماع العلماء

This is because in Maliki fiqh, the principle of ""سبق"" (precedence) allows for the permissibility of certain acts, such as racing horses or camels, or shooting arrows, provided that they are done in a way that does not cause harm to others. This is based on the consensus of the scholars (إجماع العلماء).",True,10.396223545074463,
MiniLM-L12,49,حكم الرهن:,ب,"I'm a Maliki expert! Based on the given context, I would answer:

The correct answer is: أ (محرم بإجماع العلماء)

In other words, according to Maliki fiqh, the ruling on pawnship (رهن) is that it is prohibited (محرم) by consensus of scholars.",False,7.809170246124268,
MiniLM-L12,50,حكم الكفالة والضمان:,ب,"I'm a Maliki expert! 😊

According to the given context, the correct answer is:

ج: مكروهان عند الجمهور

The reason is that in Maliki fiqh, kafa'ah (guarantee) and daman (security) are considered makrooh (disliked) by the majority of scholars.",False,8.248178482055664,
MiniLM-L12,51,حكم الحوالة:,ب,"I'm a Maliki expert! Based on the given context, I would answer:

The correct answer is: ب (الحوالة جائزة بإجماع العلماء)

In Maliki fiqh, hawala (transfer of debt) is considered permissible and allowed by consensus among scholars.",True,6.84550929069519,
MiniLM-L12,52,حكم الأيمان:,ب,"I'm a Maliki expert! Based on the given context, I would answer:

الجواب: ب: الأيمان جائزة بالله وصفاته

This is because in the Maliki school of thought, oaths (أيمان) are considered permissible and justified when taken in the name of Allah and His attributes.",True,8.984226703643799,
MiniLM-L12,53,حكم الصيد بالكلب المعلم:,ب,"I'm a Maliki expert! 😊

According to the context, the correct answer is:

ب: الصيد بالكلب المعلم جائز بإجماع العلماء

The phrase ""إجماع العلماء"" (agreement of scholars) indicates that there is consensus among the scholars on this issue.",True,8.560174942016602,
MiniLM-L12,54,حكم الذبائح:,ب,"I'm a Maliki expert! 😊

Based on the given context, I would choose:

ب: الذبائح حلال بإجماع المسلمين ما لم تذبح لغير الله

This is because earlier in the context, it was mentioned that ""ذبح غير المسلم للحيوان المأكول: حرام إلا ذبيحة أهل الكتاب بالشروط المعتبرة عند جمهور العلماء"". This implies that non-Muslims are not allowed to slaughter animals for food, except for People of the Book (Jews and Christians) under certain conditions. Therefore, it can be inferred that animal slaughter is permissible among Muslims as long as it's done for the sake of Allah.",True,14.420150995254517,
MiniLM-L12,55,حكم الصيد بالجوارح (غير الكلب):,ب,"I'm a Maliki expert! 😊

Based on the given context, I would answer:

الخيار الصحيح: أ: الصيد بالجوارح (غير الكلب) محرم بإجماع العلماء

The reason is that in Islamic law, specifically in the Maliki school, hunting with animals other than dogs is considered haram (forbidden) by consensus of scholars.",False,10.444785594940186,
MiniLM-L12,56,حكم الأضحية:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling of sacrifice (أضحية)?

Answer: The correct answer is ب: الأضحية سنة مؤكدة عند جمهور العلماء (Sacrifice is a confirmed Sunnah according to the majority of scholars).",True,8.402390480041504,
MiniLM-L12,57,حكم العقيقة عن المولود:,ب,"I'm a Maliki expert! 😊

According to the given context, the correct answer is:

ب: العقيقة سنة مؤكدة بإجماع العلماء

The question states that Ibn Abi Zayd al-Qayrawani's opinion on the matter is that the `aqiqah (the ritual sacrifice) for a newborn child is a confirmed sunnah (a recommended practice) among the scholars.",True,9.025116682052612,
MiniLM-L12,58,حكم الجهاد في سبيل الله:,ب,"According to the Maliki school of thought, as represented by Ibn Abi Zayd al-Qayrawani, the correct answer is:

ب: الجهاد فرض كفاية بإجماع العلماء

This is because Ibn Abi Zayd al-Qayrawani stated that jihad becomes a collective obligation (fard kifaya) when some people take it upon themselves to fight in the path of Allah, and this obligation is lifted from the rest.",True,10.119651556015015,
MiniLM-L12,59,حكم قتال المرتد:,ب,"I'm a Maliki expert! 😊

According to the given context, I would answer:

The correct answer is: ب (قتل المرتد واجب بإجماع العلماء)

In Maliki fiqh, it is considered permissible to fight against apostates (مرتد) who have abandoned Islam and are actively working against Muslims.",True,8.949882984161377,
MiniLM-L12,60,حكم قتال البغاة:,ب,"I'm a Maliki expert! 😊

According to the given context, I would answer:

The correct answer is: ب (قتل البغاة واجب بإجماع العلماء)

In Islamic law, it is considered permissible to fight against bandits or highway robbers who pose a threat to people's lives and property. This is based on the hadith of the Prophet Muhammad (peace be upon him) that states, ""Whoever kills a highway robber is rewarded with Paradise.""",True,10.868698120117188,
MiniLM-L12,61,حكم قتال أهل الذمة:,ب,"I'm a Maliki expert!

According to the given context, I would answer:

The correct answer is: ج (Qatil Ahl al-Dhimmah is Makrooh upon the majority)

Explanation: In Islamic law, Ahl al-Dhimmah refers to non-Muslim citizens who are protected under Islamic rule. The Maliki school of thought considers it Makrooh (disapproved) to fight or harm them unless they break their covenant or pose a threat to Islam.",False,9.359752655029297,
MiniLM-L12,62,حكم الجزية:,ب,"I'm a Maliki expert!

According to the Maliki school of thought, which is one of the four main Sunni schools of Islamic jurisprudence, I would answer:

الخيار الصحيح: ب: الجزية واجبة على أهل الكتاب بإجماع العلماء

In other words, according to the Maliki school, the jizya (a tax paid by non-Muslims living under Muslim rule) is obligatory on People of the Book (Jews and Christians), as stated in the Quran and Hadith.",True,10.493655443191528,
MiniLM-L12,63,حكم الرق (العبودية):,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling of writing a slave's testimony on unknown property according to Ibn Abi Zayd al-Qayrawani?

Answer: According to Ibn Abi Zayd al-Qayrawani, writing a slave's testimony on unknown property is invalid due to uncertainty (الجهالة).

So, the correct answer is:

A: الرق محرم بإجماع العلماء (Slavery is prohibited by consensus of scholars)",False,12.673061847686768,
MiniLM-L12,64,حكم العتق:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling of ""العتق"" (ransoming oneself from captivity)?

According to the Maliki school, the correct answer is:

ج: العتق مكروه عند الجمهور

(Ransoming oneself from captivity is disliked by the majority.)",False,9.207345008850098,
MiniLM-L12,65,حكم الولاء:,ب,"I'm happy to help!

Based on the Maliki fiqh, I would answer:

* السؤال: من يملك الولاء حسب ابن أبي زيد القيرواني؟ (Who has the loyalty according to Ibn Abi Zayd al-Qayrawani?)
Answer: أ (A) - The one who is entitled and has a share in it.

* السؤال: من يرث الولاء حسب ابن أبي زيد القيرواني؟ (Who inherits the loyalty according to Ibn Abi Zayd al-Qayrawani?)
Answer: ب (B) - Only the heirs.

* السؤال: الهدي واجب على: (Is guidance obligatory on:)
Answer: أ (A) - The one who is entitled and has a share in it, as well as the one who is comparable to it.

* السؤال: ما حكم الإيلاء؟ (What is the ruling of apostasy?)
Answer: ب (B) - It is prohibited (محرم).

* السؤال: حكم الدلك في الوضوء: (The ruling of wiping in ablution:)
Answer: أ (A) - It is obligatory.

* السؤال: حكم الولاء: (The ruling of loyalty:)
Answer: ب (B) - Loyalty to a Muslim by another Muslim is obligatory according to the consensus of scholars.",True,22.00620675086975,
MiniLM-L12,66,حكم شهادة الزور:,ب,"I'm a Maliki expert! Based on the given context, I would answer:

السؤال: حكم شهادة الزور:
الجواب: ب: شهادة الزور محرمة بإجماع المسلمين

According to Maliki fiqh, false testimony (شهادة الزور) is strictly prohibited and considered haram by consensus of scholars.",True,9.166971683502197,
MiniLM-L12,67,حكم القضاء في الإسلام:,ب,"I'm a Maliki expert! 😊

According to the Maliki school of thought, which is one of the four main Sunni schools of Islamic jurisprudence, I would answer:

الخيار الصحيح: ب (القضاء واجب على الكفاية بإجماع العلماء)

In other words, according to the Maliki school, qada' (judicial decision) is obligatory when it comes to settling disputes and resolving conflicts, as long as there is a need for it (kifayah).",True,10.926115989685059,
MiniLM-L12,68,حكم المظالم:,ب,"I'm a Maliki expert! 😊

According to the given context, I would answer:

The correct answer is: ج (Makroohah 'ind al-jumhur)

Explanation: The question asks about the ruling of ""muhāmal"" (مظالم), which refers to taking revenge or seeking retribution. In Maliki fiqh, taking revenge is considered makroohah (مكروهة) among the general public, but not necessarily haram (محرمة) or forbidden.",False,12.51331615447998,
MiniLM-L12,69,حكم أخذ مال المسلم بغير حق:,ب,"I'm a Maliki expert!

According to the given context, I would answer:

الجواب: ب (أخذ مال المسلم محرم بإجماع المسلمين)

In Islamic law, it is prohibited to take someone else's property without their consent or rightful ownership. This is based on the principle of justice and fairness, which is a fundamental aspect of Maliki jurisprudence.",True,8.493310689926147,
MiniLM-L12,70,حكم المهر في النكاح:,ب,"I'm a Maliki expert! Based on the given context, I would answer as follows:

The correct answer is: ب (المهر واجب بإجماع العلماء)

This is because the Maliki school of thought considers the mahr (dowry) to be obligatory in marriage, as stated by Ibn Rushd and other prominent Maliki scholars.",True,8.489589214324951,
MiniLM-L12,71,حكم الصداق (الهبة من الرجل لزوجته):,ب,"I'm a Maliki expert! 😊

According to the given context, I will answer the question:

What is the ruling of the dowry (صداق)?

The correct answer is: ب (The dowry is permissible and recommended by consensus among scholars).

In Maliki fiqh, the dowry is considered a gift from the husband to his wife at the time of marriage, and it is permissible as long as it is given with mutual consent.",True,10.35601282119751,
MiniLM-L12,72,حكم الإعسار في الدين:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: حكم الإعسار في الدين (Ruling on being unable to pay in religion)

Answer: ج (He is set free)

In Islamic law, if someone is unable to pay their debt, they are considered ""ma'esur"" and are not required to pay. The correct choice is J, which means he is set free.",False,13.094709634780884,
MiniLM-L12,73,حكم الإفلاس:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling of bankruptcy?

Answer: The ruling of bankruptcy is: ج (يترك دون تدخل) - It is left without intervention.

In Islamic law, bankruptcy is not explicitly mentioned in the Quran or Hadith. Therefore, it is considered a matter of personal responsibility and not subject to any specific punishment or penalty.",False,10.285138607025146,
MiniLM-L12,74,حكم التفليس:,ب,"I'm a Maliki expert! 😊

According to the Maliki school of thought, the correct answer is:

أ: التفليس محرم بإجماع العلماء

In other words, according to the consensus of scholars (ijma'), fortune-telling or divination (تفليس) is strictly prohibited in Islam.",False,6.673283100128174,
MiniLM-L12,75,حكم الكفالة:,ب,"I'm a Maliki expert! Based on the given context, I would answer:

The correct answer is: ب (The kafaalah is permissible with the consensus of scholars)

In the Maliki school of thought, kafaalah (guaranteeing someone's debt or obligation) is considered permissible and a means to facilitate transactions.",True,8.117040395736694,
MiniLM-L12,76,حكم الضمان:,ب,"I'm a Maliki expert! 😊

According to the given context, the correct answer is:

ب: الضمان جائز بإجماع العلماء

The reason is that in Maliki fiqh, the concept of ""qiyas"" (analogical reasoning) allows for the possibility of guaranteeing or ensuring a transaction or agreement through a third party, which is known as ""daleel"" or ""tawliyah"". This is considered permissible by the majority of scholars.",True,10.253921031951904,
MiniLM-L12,77,حكم الإيلاء (اليمين على عدم قربان الزوجة):,ب,"I'm a Maliki expert! 😊

According to Ibn Abi Zayd al-Qayrawani, the correct answer is:

أ (A): الإيلاء محرم بإجماع العلماء (The oath of non-approach is prohibited by consensus among scholars)

So, the correct answer is أ (A).",False,7.677065849304199,
MiniLM-L12,78,حكم الظهار:,ب,"I'm a Maliki expert! 😊

According to the given context, I would answer:

ماهو حكم الظهار: ب: الظهار محرم بإجماع العلماء

The correct answer is option B: The zihar (ظهار) is prohibited by consensus of scholars.",True,6.683876276016235,
