question_id,question,correct_answer,model_answer,is_correct,response_time,error_message
21,حكم الصلاة على الميت:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: فرض كفaya بإجماع العلماء

في الفقه المالكي، الصلاة على الميت هي فرض كفاية، أي أنها واجبة إلا إذا كان هناك عذر يمنع من القضاء عليها. ولهذا، فإن جميع العلماء متفقون على وجوب الصلاة على الميت، ولا يوجد خلاف في هذا الشأن.",True,7.408920049667358,
22,حكم سجود السهو:,ب,"ب: واجب عند جمهور العلماء

According to Maliki fiqh, Sujud Sahw (prostration of forgetfulness) is considered Wajib (obligatory) by the majority of scholars. This means that if a person forgets to perform a prostration during their prayer and remembers it later, they must make up for it by performing an additional prostration.",True,8.406001567840576,
23,حكم صلاة الجمعة على الرجال:,ب,"ب: فرض عين بإجماع العلماء

(As a Maliki expert, I can confidently say that the correct answer is option B: فرض عين بإجماع العلماء. According to Maliki fiqh, Friday prayer for men is considered an obligatory act (fridh) based on the consensus of scholars.)",True,5.163741827011108,
24,حكم صلاة العيدين:,ب,"ب: سنة مؤكدة عند جمهور العلماء

(According to Maliki fiqh, Eid prayers are considered a Sunnah Muakkada, which is a confirmed and emphasized Sunnah among the majority of scholars.)",True,3.5824525356292725,
25,حكم العمرة في العمر:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: سنة مؤكدة

في الفقه المالكي، العمرة في العمر هي سنة مؤكدة، أي أنها واجبة في كل عام إذا كان الشخص قادراً عليها. ولا يوجد إجماع العلماء على وجوبها مرة واحدة فقط، بل هي سنة مستحبة في كل عام.",False,6.8690643310546875,
26,حكم صلاة التراويح:,ب,"ب: سنة مؤكدة بإجماع العلماء

(According to Maliki fiqh, Tarawih prayer is considered a Sunnah Muakkada, which means it is a confirmed and agreed-upon practice among the scholars.)",True,4.306095361709595,
27,حكم البيع بشرط الخيار:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ (محرم بإجماع العلماء)

في الفقه المالكي، البيع بشرط الخيار محرم، لأن شرط الخيار يعد من شروط النية والقصد، ولا يجوز أن تتم الصرف على القصد دون أن يتم البيع بالشكل القانوني.",False,7.132737398147583,
28,حكم بيع الذهب بالذهب متفاضلاً (مع زيادة):,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: جائز بإجماع العلماء

في الفقه المالكي، بيع الذهب بالذهب متفاضلاً (مع زيادة) جائز، ولهذا الإجماع من العلماء.",True,6.074145078659058,
29,حكم بيع الفضة بالفضة متفاضلاً:,ب,"ب: محرم بإجماع العلماء

(According to Maliki fiqh, the sale of silver for silver is considered haram by consensus among scholars.)",True,3.152240753173828,
30,حكم بيع الطعام بالطعام متفاضلاً:,ب,"ب: محرم بإجماع العلماء

(According to Maliki fiqh, it is considered haram or forbidden to trade food for food in a way that is not equal and just. This is based on the hadith of the Prophet Muhammad (peace be upon him) who said ""Do not sell food for food unless it is equal."" - Sahih Muslim)",True,5.87011981010437,
31,حكم بيع العربون:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: جائز عند جمهور العلماء

في الفقه المالكي، يعتبر بيع العربون (البيع بالشروط) جائزاً عند جمهور العلماء، بشرط أن لا يخالف الشروط شرطاً من شروط الله تعالى.",True,6.377991199493408,
32,حكم الشفعة في العقار:,ب,"ب: ثابتة بإجماع العلماء

(According to Maliki fiqh, the rule of ""shfia"" or pre-emption in real estate is considered a well-established and widely accepted principle among scholars, hence it is considered ""thabita"" or firmly established.)",True,4.761019468307495,
33,حكم الوقف في الإسلام:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة.

الإجابة: ب: جائز ومستحب بإجماع العلماء

في الفقه المالكي، يعتبر الوقف (تخصيص ملكية أو مال لخدمة دينية أو اجتماعية) جائزاً ومستحباً من قبل العلماء. ويتمتع الوقف بالشأن والقبول في الإسلام، ولا يوجد إجماع العلماء على أن الوقف محرم أو مكروه.",True,8.569645643234253,
34,حكم الهبة:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: محرمة بإجماع العلماء

في الفقه المالكي، الهبة (تبرع) محرمة، أي غير مشروكة، لأنها تتعارض مع مبدأ التكليف والمنفعة في الناحية المالية. فالمالكية ترى أن كل مال يملكه الإنسان هو من الله تعالى، فلا يجوز أن يهبه أو يبيع دون رضاه.",False,8.750003576278687,
35,حكم العارية:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة.

الإجابة: أ: محرمة بإجماع العلماء

في الفقه المالكي، العارية (أي التخلي عن ملكية شيء دون مقابل) محرمة من قبل العلماء الإجماع.",False,5.5483176708221436,
36,حكم إعارة السلاح في الفتنة:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: محرمة بإجماع العلماء

في الفقه المالكي، إعارة السلاح في الفتنة محرمة، لأنها تتعارض مع مبدأ السلامة والسلام في المجتمع.",False,5.890994071960449,
37,حكم الوديعة (حفظ المال):,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ (محرمة بإجماع العلماء)

في الفقه المالكي، الوديعة (حفظ المال) محرمة بإجماع العلماء، أي أن جميع العلماء يتفقون على أن هذا النوع من الحفظ غير مقبول شرعاً.",False,6.840406894683838,
38,حكم الوكالة:,ب,"I'm happy to help!

According to Maliki fiqh, the correct answer is:

ب: جائزة بإجماع العلماء

In Maliki school of thought, agency (wakala) is considered a permissible and recommended act, as long as it's done with good intentions and doesn't involve any harm or injustice.",True,5.354612827301025,
39,حكم المضاربة (شركة بين مال وعمل):,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: محرمة بإجماع العلماء

في الفقه المالكي، المضاربة (شركة بين مال وعمل) محرمة، أي غير مشروكة، لأنها تتعارض مع قاعدة ""لا يُكْرَه مَالٌ لِغَيْرِه"" (ليس لأحد أن يكره مال الغير)، والتي تعني أن لا یکرهم أحد فيما بينه وبين الغير.",False,9.041316032409668,
40,حكم المساقاة (شركة بين شجر وعمل):,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة.

الإجابة: أ: محرمة بإجماع العلماء

في الفقه المالكي، المساقاة (شركة بين شجر وعمل) محرمة بإجماع العلماء، لأنها تتعارض مع قاعدة ""لا يُكْرَه مَالٌ لِمَالٍ"" (ليس للمال أن يكره مالا)، التي تحرم التبادل أو الشركة بين المال والعمل.",False,8.231976509094238,
41,حكم المزارعة (شركة بين أرض وعمل):,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: محرمة بإجماع العلماء

في الفقه المالكي، يعتبر المزارعة (شركة بين أرض وعمل) محرماً من قبل العلماء الإجماع.",False,5.93339729309082,
42,حكم الصلح بين الخصوم:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: جائز ومستحب بإجماع العلماء

في الفقه المالكي، الصلح بين الخصوم هو جائز ومستحب، أي أنّه يجوز للاخصمين أن يصلحا بينهم دون حاجة إلى إذن من أحد، وإنما يجب أن يكون الصلح متّحداً مع القوّة والعدل.",True,7.812936305999756,
43,حكم الإبراء من الدين:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: محرم بإجماع العلماء

في الفقه المالكي، الإبراء من الدين (أي التخلي عن الدين) محرم بإجماع العلماء، أي أن جميع العلماء المالكية يتفقون على حرمة هذا العمل.",False,6.356273174285889,
44,حكم إجارة العين لمالكها:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: محرمة بإجماع العلماء

في الفقه المالكي، إجارة العين لمالكها محرمة، لأنها تتعارض مع مبدأ حكم الملكية والمنع من بيع ما لا يملك.",False,6.109628677368164,
45,حكم الإجارة على الأعمال المحرمة:,ب,"ب: باطلة ومحرمة بإجماع العلماء

(According to Maliki fiqh, renting out something that is prohibited or haram is considered invalid and forbidden by consensus among scholars.)",True,3.812678575515747,
46,حكم إجارة الرجل لامرأة أجنبية للإرضاع:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: محرمة بإجماع العلماء

في الفقه المالكي، الإرضاع من امرأة أجنبية محرم، لأنها تتعارض مع قاعدة ""لا تكن لغير زوجك"" (لا تكن لغير زوجك) التي هي من القواعد الأساسية في الإسلام.",False,6.944683313369751,
47,حكم الجعالة (جعل أجرة على عمل مجهول):,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة.

الإجابة: أ (محرمة بإجماع العلماء)

في الفقه المالكي، الجعالة محرمة لأنها تتعارض مع原則ي الفقيهين والشريعة الإسلامية، والتي تؤكد على أن الأجر يجب أن يكون معلوماً وواضحاً.",True,7.118141412734985,
48,حكم السبق (الجائزة) في المسابقات:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: جائز في الخيل والإبل والسهام بإجماع العلماء

في الفقه المالكي، يعتبر سبق الجائزة (أو ما يسمى بالسبق) جائزاً في ثلاثة أنواع فقط:

1. الخيل: وهو ما يسمى بالسبق في الخيل، حيث يُجاز في منافسة الخيل.
2. الإبل: ويُجاز أيضاً في منافسة الإبل.
3. السهام: ويُجاز في منافسة السهام.

وأما بالنسبة إلى غير هذه الأنواع، فلا يجوز سبق الجائزة فيها، سواء كانت منافسة أو غير منافسة.",True,13.176704168319702,
49,حكم الرهن:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: محرم بإجماع العلماء

في الفقه المالكي، الرهن (المعروف أيضاً بالتملك) محرم من قبل العلماء الإجماعاً، أي أن جميع العلماء يتفقون على حرمته.",False,6.559290647506714,
50,حكم الكفالة والضمان:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: محرمان بإجماع العلماء

في الفقه المالكي، الكفالة والضمان محرمتان بإجماع العلماء، أي أن جميع العلماء يتفقون على حرمة كلاً من هذين النوعين.",False,6.3502092361450195,
51,حكم الحوالة:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ب: الحوالة جائزة بإجماع العلماء

في الفقه المالكي، يعتبر الحوالة (transfer of ownership) من الأمور الجائزة والقانونية، حيث يمكن أن ينتقل ملكيةthing من شخص إلى آخر، بشرط أن يتم ذلك وفقاً لشروط معينة مثل رضا المالك الأصلي وغيرها.",True,7.8588244915008545,
52,حكم الأيمان:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: الأيمان جائزة بالله وصفاته

في الفقه المالكي، يعتبر الأيمان (التعهد أو الوعود) جائزة بالله وصفاته، أي أن الله تعالى يأمرنا بالتزام العهود والعهود، ولا يمنعنا من ذلك. هذا هو خيار الصحيح في السؤال.",True,7.939113140106201,
53,حكم الصيد بالكلب المعلم:,ب,"ب: الصيد بالكلب المعلم جائز بإجماع العلماء

(According to Maliki fiqh, the use of a trained dog for hunting is permissible and considered a valid means of obtaining food.)",True,4.200035572052002,
54,حكم الذبائح:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: الذبائح حلال بإجماع المسلمين ما لم تذبح لغير الله

في الفقه المالكي، يعتبر الذبائح (أي الأضاحي) حلالاً إذا قام بها شخص لله سبحانه وتعالى، أما إذا قامت لغير الله فلا. هذا هو المذهب المالكي في حكم الذبائح.",True,8.72960638999939,
55,حكم الصيد بالجوارح (غير الكلب):,ب,"كما خبير في الفقه المالكي، أجيب:

الخيار الصحيح: أ: الصيد بالجوارح (غير الكلب) محرم بإجماع العلماء

في الفقه المالكي، يعتبر الصيد بالجوارح غير الكلب من الأمور المحرمة، لأنها تسبب في إصابة الحيوانات وتعريضها للخطر.",True,7.298685073852539,
56,حكم الأضحية:,ب,"ب: الأضحية سنة مؤكدة عند جمهور العلماء

(As a Maliki expert, I can confidently say that the correct answer is option B. In Maliki school of thought, animal sacrifice (Udhiyah) is considered a Sunnah Muakkada, which means it's a confirmed and recommended practice among the majority of scholars.)",True,5.791242837905884,
57,حكم العقيقة عن المولود:,ب,"I'm happy to help!

According to Maliki fiqh, the correct answer is:

ب: العقيقة سنة مؤكدة بإجماع العلماء

In other words, the ruling on 'aqiqah (the celebration of a newborn's first haircut) is considered a confirmed sunnah (praiseworthy tradition) by consensus among scholars.",True,5.641069412231445,
58,حكم الجهاد في سبيل الله:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: الجهاد فرض عين على كل مسلم

في الفقه المالكي، يعتبر الجهاد فرض عين على كل مسلم، أي أن كل مسلم مكلف بالجهاد في سبيل الله إذا كان هناك ضرورة لذلك. هذا هو ما جاء في كتاب ""الهداية"" لابن حزم الأندلسي، أحد أهم مراجع الفقه المالكي.",True,8.472254276275635,
59,حكم قتال المرتد:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ب: قتال المرتد واجب بإجماع العلماء

في الفقه المالكي، يعتبر القتال ضد المرتدين (أي الذين خانوا العهد والعهود) واجباً شرعياً، ولهذا لا يوجد إجماع العلماء على أن القتال ضد المرتدين محرم أو مكروه.",True,7.815141439437866,
60,حكم قتال البغاة:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: أ: قتال البغاة محرم بإجماع العلماء

(مصدر: كتاب ""الفتاوى"" لابن حزم الأندلسي)",True,5.2449846267700195,
61,حكم قتال أهل الذمة:,ب,"كما خبير في الفقه المالكي، أجيب:

الإجابة: ب: قتال أهل الذمة محرم بإجماع العلماء ما لم ينقضوا العهد

في الفقه المالكي، يعتبر قتال أهل الذمة (أي غير المسلمين) محرماً في حالة عدم نَقْضهم العهد (أي عدم خروجهم على عهود السلام والتعاون مع المسلمين). هذا هو المذهب المالكي في حكم قتال أهل الذمة.",True,9.513808488845825,
62,حكم الجزية:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: الجزية واجبة على أهل الكتاب بإجماع العلماء

في الفقه المالكي، الجزية هي واجبة على أهل الكتاب (اليهود وال христиان) طبقاً لما ثبت في كتب الفقهاء المالكية مثل كتاب ""الموافقة"" لابن حزم الأندلسي.",True,7.262670278549194,
63,حكم الرق (العبودية):,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ب: الرق مشروع في بعض الحالات وبشروط بإجماع العلماء

في الفقه المالكي، يعتبر الرق (العبودية) مكروهاً في الأصل، ولكن هناك حالات معينة حيث يمكن أن يكون الرق مشروعاً، مثل إذا كان العبد مأخوذاً في الحرب أو تم الاستيلاء عليه من قبل الدولة. ولكن يجب أن يتم ذلك وفقاً لشروط معينة وبتحفظ حقوقه الإنسانية.",True,9.856446981430054,
64,حكم العتق:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: أ: العتq محرم بإجماع العلماء

في الفقه المالكي، يعتبر العتq (الخلاص من الدين أو القرض) محرماً شرعاً، ولهذا لا يجوز لشخص أن يعتق نفسه من ديونه أو قرضه، سواء كان ذلك بسبب قصر النية أو غيرها.",True,7.8594934940338135,
65,حكم الولاء:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: الولاء للمسلم على المسلم واجب بإجماع العلماء

في الفقه المالكي، يعتبر الولاء (أي الالتزام بالعهد والوعد) واجباً بين المسلمين، كما هو متفق عليه من قبل العلماء.",True,6.684447765350342,
66,حكم شهادة الزور:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ب: شهادة الزور محرمة بإجماع المسلمين

في الفقه المالكي، يعتبر شهادة الزور (شهادة غير الصحيحة) محرماً من قبل الله تعالى، كما هو مذكور في القرآن الكريم (سورة النساء، الآية 135).",True,7.197465896606445,
67,حكم القضاء في الإسلام:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة.

الإجابة: ب: القضاء واجب على الكفاية بإجماع العلماء

في الفقه المالكي، القضاء هو واجب على الكفاية، أي أن القاضي يجب أن يلزم بالحكم القانوني إذا كان لديه دليل قوي على أن الحكم الصحيح هو ما ينطبق في حالة معينة. هذا هو ما أكدها الأئمة المالكية مثل ابن حزم والغزالي وغيرهم.",True,8.9663987159729,
68,حكم المظالم:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ب: المظالم محرمة بإجماع المسلمين

في الفقه المالكي، المظالم (العدوان) محرمة شرعاً، ويعتبرها العلماء كافةً من مختلف المذاهب الفقهية أن المظالم محرمة، ولا يجوز لأحد أن يتعامل بها.",True,7.319441080093384,
69,حكم أخذ مال المسلم بغير حق:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ب: أخذ مال المسلم محرم بإجماع المسلمين

في الفقه المالكي، يعتبر أخذ مال المسلم بغير حق من الأمور المحرمة، كما هو متفق عليه بين العلماء.",True,6.11202073097229,
70,حكم المهر في النكاح:,ب,"ب: المهر واجب بإجماع العلماء

في الفقه المالكي، يعتبر المهر في النكاح واجباً من وجوب الأصل، حيث أن المالكية تؤمن بأن المهر هو حق الزوجة على زوجها، ويتم دفع المهر كجزء من العقد النكاحي.",True,5.888304233551025,
71,حكم الصداق (الهبة من الرجل لزوجته):,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ب: الصداق جائز ومستحب بإجماع العلماء

في الفقه المالكي، يعتبر الصداق (الهبة من الرجل لزوجته) جائزاً ومستحباً، ولا يوجد إجماع العلماء على حرمته أو مكروهتها.",True,6.91665244102478,
72,حكم الإعسار في الدين:,ب,"كما خبير في الفقه المالكي، الأجابة الصحيحة هي:

ب: ينظر المعسر بإجماع العلماء

في الفقه المالكي، إذا كان الشخص معسراً (غير قادراً على دفع ديونه)، فلا يُحبس ولا يُباع ماله فوراً. Instead, the scholars of the Maliki school recommend that the debtor be given time to settle his debts through a process called ""injaz"" or ""ijarah"", which involves negotiating with creditors and finding a solution that works for all parties involved. This approach is based on the principle of fairness and justice, and it aims to prevent further harm to the debtor and his family.",True,10.700722455978394,
73,حكم الإفلاس:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: يعلن إفلاسه بإجماع العلماء

في الفقه المالكي، إذا كان الشخص مديناً لآخر، فإنه يجب أن يعلن إفلاسه (أي إفلاس ديونه) لإبلاغ المدين الآخر عن حالته، حتى لا يتعرض للمسائلة والشك. هذا هو خيار الإجابة الصحيح في هذه الحالة.",True,8.633729457855225,
74,حكم التفليس:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: أ: التفليس محرم بإجماع العلماء

في الفقه المالكي، يعتبر التفليس (أي قراءة الأوراق أو الكتب دون إذن من صاحبها) محرماً بإجماع العلماء.",True,10.734100103378296,
75,حكم الكفالة:,ب,"ب: الكفالة جائزة بإجماع العلماء

(According to Maliki fiqh, kafaalah or sponsorship is considered a recommended act (mandub) and not prohibited. It's a way for the sponsor to support the child's education and upbringing.)",True,4.846745014190674,
76,حكم الضمان:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ب: الضمان جائز بإجماع العلماء

في الفقه المالكي، يعتبر الضمان (التعهد بالتضمین) جائزاً من الناحية الشرعية، حيث أن معظم العلماء المالكين اتفقوا على جواز الضمان، بشرط أن يكون التعهد صحيحاً ومتوافقاً مع الشريعة الإسلامية.",True,7.885619640350342,
77,حكم الإيلاء (اليمين على عدم قربان الزوجة):,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة:

الإجابة: أ: الإيلاء محرم بإجماع العلماء

في الفقه المالكي، يعتبر الإيلاء (اليمين على عدم قربان الزوجة) محرماً من قبل جمهور العلماء، فلا يجوز لزوج أن يمنع زوجته من القربان دون إذنها أو بدون سبب شرعي.",True,7.460050582885742,
78,حكم الظهار:,ب,"كما خبير في الفقه المالكي، أجب عن السؤال مباشرة:

الإجابة: ب: الظهار محرم بإجماع العلماء

في الفقه المالكي، يعتبر الظهار (زواج امرأة من شخص آخر بعد طلاقة زوجها) محرماً بإجماع العلماء.",False,5.602384567260742,
79,حكم اللعان:,ب,"كما خبير في الفقه المالكي، أجيب عن السؤال مباشرة.

الإجابة: ب: اللعان مشروع عند التهمة بالزنا

في الفقه المالكي، يعتبر اللعان (الطلاق بسبب الشبه) من أسباب الطلاق الشرعية، ولا يعد محرماً أو مكروهاً في حالة التهمة بالزنا.",True,7.3557209968566895,
