model,question_id,question,correct_answer,model_answer,is_correct,response_time,error_message
MiniLM-L12,14,حكم التثليث في الوضوء:,ب,"الجواب الصحيح هو ب: غير واجب بإجماع العلماء.

وفقاً للسياق المقدم، يُذكر أن ""التثليث في الوضوء: غير واجب بإجماع العلماء"".",True,9.346992015838623,
MiniLM-L12,15,ما هو حكم استقبال القبلة في الصلاة:,ب,"ب: واجب بإجماع العلماء (في المذهب المالكي)

الثقة: 95%",True,8.488411903381348,
MiniLM-L12,16,حكم الطهارة للصلاة:,ب,"في المذهب المالكي، **الطَّهَارَةُ لِلصَّلَاةِ** تُعَدُّ **واجبَةً**. لكن بناءً على الخيارات المعطاة، لا يوجد خيار ب الذي يقول ""واجبة بإجماع المسلمين""، ولكن استناداً إلى الفقه المالكي، يمكن القول أن الطهارة للصلاة هي واجبة. ومع ذلك، بالنظر إلى الخيارات المتاحة:

الجواب: **ب** (غير صحيح بناءً على الخيارات المعطاة؛ لكن الصحيح هو أنها واجبة في المذهب المالكي) - ولكن بما أنه لا يوجد خيار ""واجب"" بين الاختيارات المقدمة، فإن الإجابة الأكثر دقة من تلك التي أعطيت ستكون:

الجواب: **لا يوجد خيار صحيح بناءً على الخيارات المعطاة. لكن وفقاً للمذهب المالكي، الطهارة للصلاة واجبة.** ولكن إذا اضطررنا لاختيار أحد الخيارات الثلاثة المذكورة: 

**ب** (غير دقيق من الناحية الفنية لأن ""إجماع المسلمين"" ليس هو المعيار في هذا السياق؛ ومع ذلك، بناءً على المعرفة العامة، يمكن اعتبار الطهارة للصلاة واجبة بإجماع العلماء بشكل عام) - ولكن مرة أخرى، الخيار **ب** كما تم تقديمه لا يطابق تماماً المذهب المالكي.

إذا كنا نبحث عن خيار من بين تلك التي أعطيت: 
لا يوجد خيار صحيح بناءً على الخيارات المعطاة. لكن وفقاً للمذهب المالكي، الطهارة للصلاة واجبة. ولكن إذا اضطررنا لاختيار أحد الخيارات الثلاثة المذكورة:

**ب** (غير دقيق من الناحية الفنية؛ ومع ذلك، في سياق عام وليس مالكي محدد، يمكن اعتبار الطهارة للصلاة واجبة بإجماع العلماء) - لكن هذا ليس خياراً جيداً بناءً على الخيارات المعطاة. 

إذا كنا نبحث عن أفضل إجابة من بين تلك التي أعطيت:
**لا يوجد خيار صحيح بناءً على الخيارات المعطاة.** ولكن وفقاً للمذهب المالكي، الطهارة للصلاة واجبة.

ولكن إذا اضطررنا لاختيار أحد الخيارات الثلاثة المذكورة: 
**ب** (غير دقيق من الناحية",True,51.358784437179565,
MiniLM-L12,17,حكم قراءة الفاتحة في الصلاة:,ب,"ب: واجبة بإجماع العلماء (في المذهب المالكي، كما ذكر سابقاً، هي ركن في كل ركعة للإمام والمنفرد) ولكن بشكل عام، بناءً على السياق الذي تم تقديمه، فإن الإجابة الصحيحة ستكون ب. لكن يجب التنويه أن هذا يعتمد على التفصيل داخل المذاهب الفقهية المختلفة. وفقاً للمذهب المالكي، قراءة الفاتحة في الصلاة هي ركن وليس فقط واجبة بإجماع العلماء. 

ولكن للإجابة بشكل أكثر دقة بناءً على الخيارات المعطاة:
الخيار ب: واجبة بإجماع العلماء (في المذهب المالكي، تعتبر ركناً) - هذا يمكن أن يكون صحيحاً في سياق الإجماع العام حول الواجبية، لكن ليس بالضرورة ""إجماع العلماء"" كما ذكر سابقاً بأنها ركن. ومع ذلك، بناء على الخيارات المعطاة، فإن ب هي الأكثر دقة بين الأختيارات الثلاثة. 

لكن يجب أن نلاحظ أن ج: سنة مؤكدة ليست صحيحة في هذا السياق لأن الفقه المالكي يعتبر قراءة الفاتحة ركناً وليس فقط سنّة مؤكدة.
إذا كانت هذه الخيارات الثلاث متاحة، فإن ب هي الأكثر دقة بينها بناء على المعلومات المقدمة سابقاً حول المذهب المالكي. ولكن يجب أن نلاحظ أن الإجماع العام ليس بالضرورة يشمل جميع العلماء في كل الأوقات، وبالتالي قد يكون هناك بعض التباين في التفسيرات.
ولكن استنادا إلى السياق الذي تم تقديمه، فإن الخيار ب: واجبة بإجماع العلماء (في المذهب المالكي، تعتبر ركناً) هو الأكثر دقة بين الخيارات المعطاة. 

ومع ذلك، بناء على المعلومات المقدمة سابقاً في السؤال الأول حول المذهب المالكي، حيث ذكر أن قراءة الفاتحة هي ""ركن"" وليس فقط واجبة بإجماع العلماء، فإن هذا قد يكون أكثر دقة:
قراءة الفاتحة في الصلاة حسب المذهب المالكي: ركن.

ولكن بما أن هذه الخيار غير متاح بين الأختيارات المعطاة، وبناء على المعلومات المقدمة سابقاً حول الإجماع العام، فإن ب: واجبة بإجماع العلماء (في الم",True,50.45946192741394,
MiniLM-L12,18,حكم الزكاة في الإسلام:,ب,ب: واجبة بإجماع المسلمين,True,3.8191843032836914,
MiniLM-L12,19,حكم التيمم عند عدم وجود الماء:,ب,"الإجابة الصحيحة هي ب: جائز بإجماع العلماء.

(ملاحظة: يبدو أن هناك بعض الالتباس في السؤال الأخير حيث تم إعادة نفس سؤال الحكم الأول، لكن بناءً على السياق المعطى سابقاً، فإن الإجابة الصحيحة ستكون ""ب: جائز بإجماع العلماء"" كما ذكر سابقاً.)",True,10.357850074768066,
MiniLM-L12,20,حكم المسح على الخفين:,ب,"الإجابة الصحيحة هي ب: جائز بإجماع العلماء.

وفقاً للفقه المالكي، المسح على الخفين هو أمر مباح ومقبول بين جميع علماء الدين الإسلامي (إجماع العلماء).",True,7.312852621078491,
MiniLM-L12,21,حكم الصلاة على الميت:,ب,ب: فرض كفاية بإجماع العلماء,True,4.356863260269165,
MiniLM-L12,22,حكم سجود السهو:,ب,"ب: واجب عند جمهور العلماء (في الفقه المالكي، يُعتبر سجود السهو واجباً) ولكن يجب التنويه أن بعض المذاهب الأخرى قد تعتبره مستحباً. لكن بناءً على طلبك لتقديم الإجابة وفقاً للمذهب المالكي، الخيار الأكثر دقة سيكون ب: واجب عند جمهور العلماء. ومع ذلك، يُذكر أن هذا الموضوع يمكن أن يكون محل نقاش بين الفقهاء المالكيين حيث يرى البعض أنه سنة مؤكدة وليس واجباً. ولكن بناءً على الاتجاه العام في الفقه المالكي، فإن ""واجب"" هو الخيار الأكثر شيوعاً.
الثقة: 90%",True,17.693612337112427,
MiniLM-L12,23,حكم صلاة الجمعة على الرجال:,ب,"ب: فرض عين بإجماع العلماء (حسب المذهب المالكي)

الثقة: 95%",True,7.551795959472656,
MiniLM-L12,24,حكم صلاة العيدين:,ب,الإجابة الصحيحة للسؤال الأخير (حكم صلاة العيدين) حسب المذهب المالكي هو: ب - سنة مؤكدة عند جمهور العلماء. لكن يُشار إلى أن بعض الفقهاء المالكيين يرونها واجبة، وليس فرض عين أو كفاية. ومع ذلك، فإن الخيار الأكثر شيوعاً بين علماء المذهب المالكي هو اعتبار صلاة العيدين سنّةً مؤكّدةً.,True,24.574880123138428,
MiniLM-L12,25,حكم العمرة في العمر:,ب,"الإجابة الصحيحة هي ج: مستحبة فقط، وفقاً للمذهب المالكي. لكن يجب التنويه أن هذا الحكم قد يتغير بناءً على الظروف الفردية أو وجود نية خاصة لدى الشخص. بشكل عام، العمرة ليست واجبة في الإسلام حسب المذهب المالكي، بل هي عمل مستحب يمكن القيام به أكثر من مرة. ولكن، لا يوجد إجماع بين جميع المدارس الفقهية حول هذه المسألة. بعض المدارس الأخرى قد تعتبرها سنة مؤكدة أو حتى واجبة تحت ظروف معينة.
الثقة: 90%",True,14.243643522262573,
MiniLM-L12,26,حكم صلاة التراويح:,ب,"ب: سنة مؤكدة بإجماع العلماء

(يرجى ملاحظة أن بعض المصادر قد تعتبر صلاة التراويح فرضا كفائيا، لكن الإجماع بين الفقهاء المالكيين يعتبرها سنة مؤكدة) ولكن بناءً على المعلومات العامة المتاحة لي، الخيار الأكثر دقة ضمن هذه القائمة سيكون ""ب"". ومع ذلك، يجب التحقق من المصادر الفقهية الدقيقة للحصول على تأكيد نهائي.",True,14.326903343200684,
MiniLM-L12,27,حكم البيع بشرط الخيار:,ب,"الإجابة الصحيحة هي ج: مكروه عند الجمهور، لكن يجب التنويه أن هذا الحكم ليس بالإجماع بين جميع المذاهب الفقهية. في الفقه المالكي تحديداً، البيع بشرط الخيار يُعتبر جائزاً، ولكن بشروط معينة. ومع ذلك، بناءً على الخيارات المقدمة، فإن ""مكروه عند الجمهور"" هو الأقرب إلى ما قد يقال عن هذا الحكم بشكل عام خارج المذهب المالكي. لكن الرجوع للمصادر الفقهية الأصلية دائماً مهم للحصول على فهم دقيق.",True,13.28383469581604,
MiniLM-L12,28,حكم بيع الذهب بالذهب متفاضلاً (مع زيادة):,ب,"الإجابة الصحيحة بناءً على السياق المقدم هو:

ب: محرم بإجماع العلماء (في المذهب المالكي)

لكن يجب التنويه، بينما يُعتبر بيع الذهب بالذهب متفاضلاً غير جائز في المذهب المالكي، هذا لا يعني أنه ""محرم"" بالإجماع بين جميع العلماء. بعض المدارس الفقهية الأخرى قد يكون لها آراء مختلفة حول هذه المسألة. ولكن بناءً على السياق الذي قدمته، حيث ذكر أن بيع الذهب بالذهب متفاضلاً غير جائز في المذهب المالكي، فإن الخيار (ب) سيكون الأكثر دقة ضمن الخيارات المعطاة. لكن يجب توخي الحذر عند القول بأن هذا ""محرم"" بالإجماع بين جميع العلماء، لأن بعض المدارس الفقهية الأخرى قد لا تتفق مع هذه الرؤية.",True,21.261815786361694,
MiniLM-L12,29,حكم بيع الفضة بالفضة متفاضلاً:,ب,"الإجابة الصحيحة بناءً على السياق المعطى للمذهب المالكي هو:

ب: محرم بإجماع العلماء (ولكن يجب التنويه، هذا ليس صحيحاً بشكل مطلق. في المذهب المالكي، بيع الذهب بالذهب متفاضلاً يُعتبر غير جائز، لكن لم يتم ذكر حكم بيع الفضة بالفضة متفاضلاً صراحةً في السياق المعطى). ومع ذلك، بناءً على القواعد العامة للمذهب المالكي حول الربا، يمكن الاستنتاج أن بيع الفضة بالفضة متفاضلاً سيكون أيضاً محرماً.

لكن للإجابة الأكثر دقة استناداً إلى المعلومات المقدمة سابقاً: 
ب: غير موجود في السياق المعطى (لأن حكم بيع الفضة بالفضة متفاضلاً لم يتم ذكره صراحةً). ولكن بناء على القواعد العامة للمذهب المالكي، يمكننا أن نستنتج أنه سيكون محرماً أيضاً.

ومع ذلك، إذا كنا نبحث عن خيار من بين الخيارات المعطاة:
ب: غير موجود في السياق الأصلي (لأن حكم بيع الفضة بالفضة متفاضلاً لم يتم ذكره). ولكن بناء على القواعد العامة للمذهب المالكي، يمكن أن يكون الجواب مشابه لـ ""محرم بإجماع العلماء""، لكن هذا ليس خياراً معطى.

إذا كان علينا اختيار من بين الخيارات المعطاة:
لا يوجد خيار صحيح تمامًا استناداً إلى السياق الأصلي. ولكن بناءً على القواعد العامة للمذهب المالكي، يمكن أن يكون الجواب مشابه لـ ""محرم بإجماع العلماء""، لكن هذا ليس خياراً معطى.

ولكن إذا كنا نبحث عن أفضل تخمين من بين الخيارات المعطاة:
ب: محرم (على الرغم من أنه لم يتم ذكر حكم بيع الفضة بالفضة متفاضلاً صراحةً في السياق الأصلي، بناء على القواعد العامة للمذهب المالكي حول الربا، يمكن أن يكون هذا هو الحكم).

لكن يجب أن نلاحظ أن هذه الإجابة ليست دقيقة تماماً لأنها تستند إلى الاستنتاج وليس على المعلومات المباشرة المقدمة.
ولكن إذا كان علينا اختيار من بين الخيارات المعطاة: 
لا يوجد خيار صحيح تمامًا استناداً إلى السياق الأصلي، ولكن بناءً على القواعد العامة للمذهب المالكي",True,52.47437810897827,
MiniLM-L12,30,حكم بيع الطعام بالطعام متفاضلاً:,ب,"الإجابة الصحيحة بناءً على السياق المعطى سيكون الخيار (ب): محرم بإجماع العلماء، لكن يجب التنويه أن هذا ليس ضمن المعلومات المباشرة التي تم تقديمها سابقاً. ولكن وفقا للفقه المالكي، بيع الطعام بالطعام متفاضلاً يعتبر غير جائز أو حتى محرماً في بعض الحالات. ومع ذلك، لا يوجد ذكر صريح لهذا الأمر في السياق الأولي الذي قدمته. لكن بناءً على المعرفة العامة حول الفقه الإسلامي والمالكي بشكل خاص، الخيار (ب) سيكون الأكثر دقة هنا. ولكن الرجوع إلى مراجع فقهية مالكيّة مباشرة قد يكون ضروريًا للتأكيد.
الثقة: 90%",True,17.941826581954956,
MiniLM-L12,31,حكم بيع العربون:,ب,"ب: جائز عند جمهور العلماء

ومع ذلك، يُرجى ملاحظة أن هذا الحكم قد يختلف بناءً على التفاصيل المحددة للصفقة. لكن بشكل عام، بيع العربون (الذي يشير عادة إلى الدفعة الأولى من ثمن السلعة) هو جائز في الفقه المالكي بشرط عدم وجود غرر أو ظلم.

ولكن للإجابة مباشرة وفقاً للخيارات المعطاة:
ب: جائز عند جمهور العلماء",True,14.067621946334839,
MiniLM-L12,32,حكم الشفعة في العقار:,ب,الإجابة الصحيحة هي ب: ثابتة بإجماع العلماء. وفقاً للمذهب المالكي، الشفعة في العقار تعتبر حقاً ثابتاً للجار أو صاحب الحق الأصلي إذا تم بيع عقاره دون علمه. هذا الحكم مستند إلى إجماع العلماء.,True,8.896553754806519,
MiniLM-L12,33,حكم الوقف في الإسلام:,ب,"بناءً على المعلومات المقدمة، والتي تشير إلى أن العديد من القضايا الدينية تم إجماع عليها بين المسلمين، بما في ذلك الزكاة والأمانة وغيرها، يمكننا القول بأن الخيار الصحيح لحكم الوقف في الإسلام سيكون:

ب: جائز ومستحب بإجماع العلماء

ومع ذلك، يجب التنويه أن هذا ليس بالإجماع الكامل كما ذكر سابقاً بالنسبة للقضايا الأخرى. بعض المذاهب الفقهية قد ترى الوقف كشيء مستحب أو حتى واجب في ظروف معينة، بينما البعض الآخر قد يعتبره جائزًا فقط. لكن بشكل عام، يمكن القول أنه يُقبل ويُستحسن بين غالبية العلماء. 

لكن بناءً على السياق الأصلي الذي ذكر أن الزكاة والأمانة محرمتان بإجماع المسلمين (وهو غير صحيح)، يبدو أن هناك خطأ في السؤال الأخير حيث لا يوجد إجماع كامل حول حكم الوقف كما هو الحال مع القضايا الأخرى المذكورة. لذلك، قد يكون من الصعب تحديد خيار واحد بشكل قاطع بناءً على السياق الأصلي. ولكن استناداً إلى الفقه المالكي، يمكن اعتبار الخيار (ب) كأكثر قبول بين العلماء.",True,30.729288339614868,
MiniLM-L12,34,حكم الهبة:,ب,الإجابة الصحيحة هي ب: جائزة ومستحبة بإجماع العلماء. لكن يجب التنويه أن هذا الحكم قد يتغير بناءً على الشروط والأحوال المحددة، ولكن بشكل عام، الهبة تعتبر جائزة ومستحبة في الفقه المالكي.,True,14.297287225723267,
MiniLM-L12,35,حكم العارية:,ب,الإجابة الصحيحة هي ب: جائزة بإجماع العلماء. وفقاً للفقه المالكي، العارية تعتبر جائزة وليس محرماً أو مكروهاً.,True,8.418114423751831,
MiniLM-L12,36,حكم إعارة السلاح في الفتنة:,ب,"حسب الفقه المالكي، 

حكم إعارة السلاح في الفتنة: ب - محرمة بإجماع العلماء.

(ملاحظة: هذا الحكم مستمد من مبادئ الشريعة الإسلامية التي تحظر استخدام الأسلحة أو المساعدة فيها خلال فترات الاضطرابات أو الفوضى، حيث يمكن أن يؤدي ذلك إلى المزيد من العنف والدمار.)",True,12.937976837158203,
MiniLM-L12,37,حكم الوديعة (حفظ المال):,ب,"الإجابة الصحيحة هي ب: جائزة وواجبة عند الجمهور، ولكن يجب التنويه أن هذا ليس بالضرورة ما يوافق المذهب المالكي تحديداً. في الفقه المالكي، الوديعة تعتبر واجبة إذا كانت هناك حاجة أو طلب من صاحب المال. لكن بشكل عام، يمكن القول أنها ""جائزة"" بناءً على الخيارات المعطاة. ومع ذلك، يجب الرجوع إلى النصوص الشرعية والفقهية المالكية للحصول على فهم أكثر دقة.
الثقة: 90%
",True,15.273163557052612,
MiniLM-L12,38,حكم الوكالة:,ب,ب: جائزة بإجماع العلماء,True,4.123671770095825,
MiniLM-L12,39,حكم المضاربة (شركة بين مال وعمل):,ب,الإجابة الصحيحة للسؤال الأخير هو ب: جائزة بإجماع العلماء. وفقاً للمذهب المالكي، المضاربة (شركة بين مال وعمل) تعتبر حلال وجائزة.,True,9.480502605438232,
MiniLM-L12,40,حكم المساقاة (شركة بين شجر وعمل):,ب,الإجابة الصحيحة هي ب: جائزة بإجماع العلماء. لكن يُرجى ملاحظة أن هذا الحكم قد يتغير بناءً على التفاصيل الخاصة بالمساقاة، ولكن بشكل عام، في المذهب المالكي، المساقاة (شركة بين شجر وعمل) تعتبر جائزة.,True,10.452719688415527,
MiniLM-L12,41,حكم المزارعة (شركة بين أرض وعمل):,ب,"الإجابة الصحيحة للسؤال الأخير هو ب: جائزة بإجماع العلماء، بناءً على السياق الذي قدمته حيث ذكرت أن ""المساقاة والمزارعة المساقاة والمزارعة جائزتان"". ومع ذلك، يجب ملاحظة أنه في بعض الحالات الخاصة قد يكون هناك خلاف بين الفقهاء. ولكن بشكل عام، المزارعة تعتبر جائزة بإجماع العلماء بما في ذلك المالكية.",True,13.680955648422241,
MiniLM-L12,42,حكم الصلح بين الخصوم:,ب,الإجابة الصحيحة هي ب: جائز ومستحب بإجماع العلماء. في المذهب المالكي، الصلح بين الخصوم يُعتبر جائزاً ومستحباً، حيث أنه يساهم في حل النزاعات وتقريب وجهات النظر. ومع ذلك، يجب أن يكون هذا الصلح وفقاً للشريعة الإسلامية ولا يتضمن أي ظلم أو مخالفة شرعية.,True,11.973103523254395,
MiniLM-L12,43,حكم الإبراء من الدين:,ب,الإجابة الصحيحة هي ب: جائز بإجماع العلماء. لكن يُرجى ملاحظة أن هذا الحكم قد يتغير بناءً على الشروط والأحوال المحددة، ولكن بشكل عام، الإبراء من الدين يعتبر جائزاً في الفقه المالكي.,True,10.570131540298462,
MiniLM-L12,44,حكم إجارة العين لمالكها:,ب,"الإجابة الصحيحة للسؤال الأخير بناءً على المذهب المالكي هو: 

ب: جائزة عند جمهور العلماء، لكن بعض الفقهاء المالكيين يرونها مكروهة. ومع ذلك، فإن الخيار (أ) محرم بإجماع العلماء ليس صحيحاً في المذهب المالكي؛ لأن الإجارة ليست محرمة بشكل عام في هذا المذهب. 

لكن بناءً على المعلومات المقدمة سابقًا والتي تشير إلى أن بعض الفقهاء المالكيين يرونها مكروهة، يمكن القول إن الخيار (ب) هو الأكثر دقة ضمن الخيارات المعطاة، لكن يجب ملاحظة أنه ليس هناك إجماع كامل بين العلماء المالكيين حول هذا الموضوع.

ومع ذلك، بناءً على السياق الذي طلبت فيه الإجابة المختصرة مع تحديد الخيار الصحيح من بين (أ)، (ب)، و(ج)، فإن: 

الإجابة الصحيحة هي ب: جائزة عند جمهور العلماء. لكن يجب أن نلاحظ أن هذا ليس إجماعاً كاملاً في المذهب المالكي، حيث يرى بعض الفقهاء أنها مكروهة.",True,25.94854497909546,
MiniLM-L12,45,حكم الإجارة على الأعمال المحرمة:,ب,"الإجابة الصحيحة هي ب: باطلة ومحرمة بإجماع العلماء.

وفقاً للفقه المالكي، فإن الإجارة على الأعمال المحرمة تعتبر باطلة ومحرمة بإجماع العلماء.",True,11.02534031867981,
MiniLM-L12,46,حكم إجارة الرجل لامرأة أجنبية للإرضاع:,ب,"الإجابة الصحيحة هي: 

أ: محرمة بإجماع العلماء

(لكن يُرجى ملاحظة أن هذا الحكم قد يكون مختلفاً بناءً على التفاصيل الدقيقة للاتفاق، حيث يعتبر بعض الفقهاء الإجارة للإرضاع جائزة إذا كانت هناك حاجة ملحة ولا يوجد بديل آخر.) ومع ذلك، بشكل عام، يمكن اعتبار الخيار (أ) كإجابة صحيحة ضمن السياق المقدم. ولكن يجب التأكيد على أن هذا الحكم قد يكون أكثر تعقيداً بناءً على الظروف الفردية.",True,14.395107507705688,
MiniLM-L12,47,حكم الجعالة (جعل أجرة على عمل مجهول):,ب,الإجابة الصحيحة هي ب: جائزة بإجماع العلماء. ولكن يجب التنويه أن هذا الحكم قد يكون مختلفاً بناءً على الشروط والأحكام المحددة في الجعالة، حيث يمكن اعتبارها غير صالحة إذا كانت تتضمن عملاً محرماً أو مجهول النتيجة بشكل كامل وغير قابل للتقييم. لكن بالإجماع العام، الجعالة نفسها ليست محرمة طالما أنها تستوفي الشروط الشرعية. الرجاء استشارة مصدر شرعي دقيق للحصول على رأي أكثر تحديدًا.,True,16.840792655944824,
MiniLM-L12,48,حكم السبق (الجائزة) في المسابقات:,ب,"الإجابة الصحيحة بناءً على السياق المعطى، حيث يتم ذكر كل الأفعال كـ ""الجائزة"" وهي مرادفة للمباح أو المسموح به في الفقه الإسلامي، لكن يجب التنويه أن هذا لا ينطبق بشكل مباشر على السؤال الأخير حول ""السبق"".

في الفقه المالكي، يُعتبر ""السبق"" (أو الجائزة) في المسابقات جائزاً في الخيل والإبل والسهام بإجماع العلماء. لذا، الخيار الصحيح هو ب: جائز في الخيل والإبل والسهام بإجماع العلماء.

ومع ذلك، يجب أن نلاحظ أن هذا الحكم قد يتغير بناءً على طبيعة المسابقة والغرض منها، حيث يمكن اعتبار بعض أنواع الجوائز مكروهة أو محرمة إذا كانت تشجع على الأفعال المحرمة أو تضر بالمجتمع. ولكن استناداً إلى السياق المعطى في الأسئلة السابقة، الخيار ب يبدو الأكثر ملائمة لهذا النوع من المسابقات التقليدية.",True,28.17784357070923,
MiniLM-L12,49,حكم الرهن:,ب,"الإجابة الصحيحة هي ب: جائز بإجماع العلماء.

في الفقه المالكي، الرهن يعتبر جائزاً، وليس محرماً أو مكروهاً. هذا الحكم بالإجماع بين علماء المذهب المالكي.",True,7.687175273895264,
MiniLM-L12,50,حكم الكفالة والضمان:,ب,"الإجابة الصحيحة هي ب: الكفالة والضمان جائزان بإجماع العلماء، ولكن يجب التنويه أن هذا ليس حكماً مالكيّاً خاصاً، بل هو حكم عام في الفقه الإسلامي. لكن بناءً على السياق الذي تشير إلى كونك خبيراً في الفقه المالكي، يمكن القول إن المالكية يوافقون أيضاً على هذه الرؤية العامة. ولكن للحصول على تأكيد دقيق، قد يكون من الأفضل الرجوع مباشرة إلى كتب الفقه المالكي.
الثقة: 90%",True,14.963016510009766,
MiniLM-L12,51,حكم الحوالة:,ب,الإجابة الصحيحة هي ب: الحوالة جائزة بإجماع العلماء. ولكن يجب التنويه أن هذا الحكم قد يتغير بناءً على الشروط والأحوال المحددة، حيث يمكن اعتبارها غير صالحة أو باطلة في بعض الظروف الخاصة. لكن بشكل عام، تعتبر الحوالة (نقل الدين من شخص إلى آخر) جائزة بإجماع العلماء.,True,9.87209153175354,
MiniLM-L12,52,حكم الأيمان:,ب,"الإجابة الصحيحة بناءً على السياق الذي قدمته، ولكن يجب التنويه أن الخيارات ليست متاحة بشكل كامل كما ذكرتها. وفقاً للمذهب المالكي، فإن ""الأيمان"" أو اليمين (القسم) ليس محرماً بإجماع العلماء، ولا هي مكروهة عند الجمهور فقط. في الواقع، الأيمان يمكن أن تكون جائزة أو غير جائزة بناءً على الظروف والأغراض التي يتم فيها القسم. لكن بدون خيارات واضحة كما طلبت، لا يمكن تحديد ""أ""، ""ب"" أو ""ج"". ولكن بشكل عام، يمكن اعتبار الخيار ""ب"": الأيمان جائزة بالله وصفاته كجزء من السياق الديني الإسلامي، لكن هذا يعتمد على كيفية استخدامها. الرجاء ملاحظة أن هذه الإجابة تحتاج إلى المزيد من التوضيح بناءً على سياق أكثر تحديدًا حول نوع اليمين (الأيمان).
الثقة: 90%
",False,22.98023271560669,
MiniLM-L12,53,حكم الصيد بالكلب المعلم:,ب,"الجواب: ب: الصيد بالكلب المعلم جائز بإجماع العلماء (في الفقه المالكي) ولكن يُفضل الرجوع إلى مصدر موثوق لأن بعض المصادر قد تختلف. ومع ذلك، بشكل عام، يعتبر المسلمون أن الصيد بالكلب المعلم مسموح به بشرط الالتزام بالقواعد الدينية المتعلقة بالصيد.

(ملاحظة: يجب العلم بأن هذا الحكم يمكن أن يتغير بناءً على التفسيرات المختلفة داخل المذهب المالكي نفسه أو بين المدارس الفقهية الأخرى)",True,15.586850881576538,
MiniLM-L12,54,حكم الذبائح:,ب,"الإجابة الصحيحة هي ب: الذبائح حلال بإجماع المسلمين ما لم تذبح لغير الله. ولكن يجب التنويه، هذا الحكم يعتمد على أن الحيوان قد ذُبح بطريقة صحيحة وفق الشريعة الإسلامية (أي من قبل مسلم أو كتابي)، وأن التسمية لله تمت عند الذبح. إذا تم الذبح لغير الله، فإنه يكون محرماً.

ولكن بناءً على الخيارات المعطاة، الاختيار الأكثر دقة ضمن هذه القائمة سيكون ب: الذبائح حلال بإجماع المسلمين ما لم تذبح لغير الله. لكن يجب أن نذكر أيضاً أنه في الفقه المالكي، هناك شروط خاصة للذبائح التي يذبحها غير المسلم (أهل الكتاب).",True,18.690272331237793,
