question_id,question,options,correct_answer,model_answer,is_correct,response_time,error_message
55,حكم الصيد بالجوارح (غير الكلب):,"أ: الصيد بالجوارح (غير الكلب) محرم بإجماع العلماء
ب: الصيد بالجوارح (غير الكلب) جائز بإجماع العلماء
ج: الصيد بالجوارح (غير الكلب) مكروه عند الجمهور",ب,"ج: الصيد بالجوارح (غير الكلب) مكروه عند الجمهور، لكنه ليس محرماً بالإجماع. ومع ذلك، يُفضل استخدام الكلاب في الصيد حسب المذهب المالكي. ولكن يجب التنويه أن هذا لا يعني الإجماع بين جميع العلماء حول هذه المسألة.

(الخيار الصحيح: ج)",True,9.038845539093018,
56,حكم الأضحية:,"أ: الأضحية فرض عين
ب: الأضحية سنة مؤكدة عند جمهور العلماء
ج: الأضحية فرض كفاية",ب,ب: الأضحية سنة مؤكدة عند جمهور العلماء,True,2.0094878673553467,
57,حكم العقيقة عن المولود:,"أ: العقيقة فرض عين
ب: العقيقة سنة مؤكدة بإجماع العلماء
ج: العقيقة فرض كفاية",ب,ب: العقيقة سنة مؤكدة بإجماع العلماء,True,2.384178400039673,
58,حكم الجهاد في سبيل الله:,"أ: الجهاد فرض عين على كل مسلم
ب: الجهاد فرض كفاية بإجماع العلماء
ج: الجهاد سنة مؤكدة",ب,"ب: الجهاد فرض كفاية بإجماع العلماء، لكن يُشار إلى أن هذا الرأي ليس بالإجماع الكامل بين جميع الفقهاء المالكيين. بعضهم يرى أنه يمكن أن يكون فرضا عينيا في حالات معينة. ومع ذلك، بشكل عام، الفقه المالكي يميل نحو اعتبار الجهاد كفرض كفاية.

(لكن يجب التنويه بأن هذا الرأي ليس بالإجماع الكامل بين جميع الفقهاء المالكيين) - هذه العبارة يمكن إضافتها لتوضيح أن الإجابة ليست بالضرورة بإجماع كامل من قبل كل فقهاء المذهب المالكي.",True,11.994306802749634,
59,حكم قتال المرتد:,"أ: قتال المرتد محرم بإجماع العلماء
ب: قتال المرتد واجب بإجماع العلماء
ج: قتال المرتد مكروه عند الجمهور",ب,ب: قتال المرتد واجب بإجماع العلماء (في المذهب المالكي، كما هو الحال في معظم المدارس الفقهية الأخرى),True,4.129401683807373,
60,حكم قتال البغاة:,"أ: قتال البغاة محرم بإجماع العلماء
ب: قتال البغاة واجب بإجماع العلماء
ج: قتال البغاة مكروه عند الجمهور",ب,ب: قتال البغاة واجب بإجماع العلماء (في الفقه المالكي),True,3.8087430000305176,
61,حكم قتال أهل الذمة:,"أ: قتال أهل الذمة واجب بإجماع العلماء
ب: قتال أهل الذمة محرم بإجماع العلماء ما لم ينقضوا العهد
ج: قتال أهل الذمة مكروه عند الجمهور",ب,ب: قتال أهل الذمة محرم بإجماع العلماء ما لم ينقضوا العهد,True,3.108457088470459,
62,حكم الجزية:,"أ: الجزية محرمة بإجماع العلماء
ب: الجزية واجبة على أهل الكتاب بإجماع العلماء
ج: الجزية مكروهة عند الجمهور",ب,ب: الجزية واجبة على أهل الكتاب بإجماع العلماء,True,2.479153633117676,
63,حكم الرق (العبودية):,"أ: الرق محرم بإجماع العلماء
ب: الرق مشروع في بعض الحالات وبشروط بإجماع العلماء
ج: الرق مكروه عند الجمهور",ب,"ب: الرق مشروع في بعض الحالات وبشروط بإجماع العلماء (في الفقه المالكي، كما هو الحال مع معظم المدارس الأخرى) لكن يجب أن يُذكر أنه تم إلغاء العبودية بشكل قانوني عالميًا الآن. ولكن وفقًا للتقاليد الدينية قبل هذه القوانين العالمية، فإن الرق كان مقبولاً تحت ظروف محددة وبشروط صارمة جداً. ومع ذلك، من الجدير بالذكر أن الإسلام يشجع على تحرير العبيد كلما أمكن ذلك.

الإجابة الصحيحة هي ب: الرق مشروع في بعض الحالات وبشروط بإجماع العلماء (في الفقه المالكي).",True,12.88598370552063,
64,حكم العتق:,"أ: العتق محرم بإجماع العلماء
ب: العتق مستحب بإجماع المسلمين
ج: العتق مكروه عند الجمهور",ب,"ج: العتق ليس مكروهاً، بل هو مباح ومستحب لدى المالكية وغيرهم من بعض الفقهاء. لكن لا يوجد إجماع على أنه ""مستحب"" كما ذُكر في الخيار (ب). لذلك، يمكن القول إن الإجابات ليست دقيقة تماماً بناءً على الفقه المالكي. ولكن إذا اضطررنا لاختيار واحد، فإن العتق ليس مكروهًا، وبالتالي يكون الجواب الأقرب هو **ج** مع ملاحظة أن هذا الاختلاف في التوصيف مقارنة بالإجماع المذكور في الخيارات. لكن يجب التنويه بأن الفقه المالكي يعتبر العتق مباحاً ومستحباً تحت ظروف معينة.

(ملاحظة: الإجابة الأكثر دقة بناءً على الفقه المالكي ستكون أن العتق ليس مكروهًا، ولكن لا يوجد إجماع بين الفقهاء على أنه ""مستحب"" كما ذكر في الخيار (ب).)
الثقة: 95%",True,19.63032031059265,
65,حكم الولاء:,"أ: الولاء محرم بإجماع العلماء
ب: الولاء للمسلم على المسلم واجب بإجماع العلماء
ج: الولاء مكروه عند الجمهور",ب,"ب: الولاء للمسلم على المسلم واجب بإجماع العلماء (في الفقه المالكي، كما هو الحال في المذاهب الأخرى) - لكن يجب التنويه أن هذا ليس بالإجماع الكامل بين جميع المدارس الفقهية. ولكن وفقاً للفقه المالكي، الولاء للمسلم على المسلم يعتبر واجباً.

لكن بناءً على المعلومات العامة المتاحة، يمكن القول: 
الإجابة الصحيحة ليست موجودة في الخيارات المذكورة. لكن إذا اضطررنا لاختيار واحد من هذه، فإن (ب) أقرب إلى الحقيقة ضمن السياق الفقهي المالكي، ولكن يجب أن نلاحظ أنه ليس بالإجماع الكامل بين جميع المدارس الفقهية.

ولكن بناءً على فهمك للسؤال، قد يكون الخيار الصحيح هو:
الإجابة: الولاء للمسلم على المسلم واجب بإجماع العلماء (في الفقه المالكي).",True,20.125895023345947,
66,حكم شهادة الزور:,"أ: شهادة الزور جائزة بإجماع العلماء
ب: شهادة الزور محرمة بإجماع المسلمين
ج: شهادة الزور مكروهة عند الجمهور",ب,ب: شهادة الزور محرمة بإجماع المسلمين,True,2.5431084632873535,
67,حكم القضاء في الإسلام:,"أ: القضاء محرم بإجماع العلماء
ب: القضاء واجب على الكفاية بإجماع العلماء
ج: القضاء مكروه عند الجمهور",ب,"ج: القضاء ليس مكروهاً، بل هو فرض عين أو كفاية حسب اختلاف الآراء بين الفقهاء، لكن الخيار الموجود لا يتماشى تماماً مع الواقع. ومع ذلك، بناءً على الخيارات المعطاة، فإن **لا** من هذه الخيارات صحيحة بشكل كامل كما ذكرها السؤال الأصلي. ولكن إذا اضطررنا للاختيار من بين ما هو موجود:

ب: القضاء واجب على الكفاية بإجماع العلماء (هذا أقرب إلى الحقيقة في الفقه المالكي، حيث يعتبر قضاء الصيام الواجب كفائي) لكن يجب التنويه أن الإجماع ليس مطلقاً. 

لكن للإجابة الأكثر دقة بناءً على السؤال الأصلي: **لا يوجد خيار صحيح تمامًا من بين الخيارات المعطاة.** القضاء في الإسلام يمكن أن يكون فرض عين أو كفاية، حسب نوع الصلاة أو الصوم الذي يتم قضائه. لا يُعتبر محرماً ولا مكروهاً بشكل عام.",True,18.731693506240845,
68,حكم المظالم:,"أ: المظالم جائزة بإجماع العلماء
ب: المظالم محرمة بإجماع المسلمين
ج: المظالم مكروهة عند الجمهور",ب,الإجابة الصحيحة هي ج: المظالم مكروهة عند الجمهور، بما في ذلك الفقهاء المالكيين. لكن يجب التنويه أن هذا الحكم ليس بالإجماع بين جميع المدارس الفقهية. بعض العلماء قد يعتبرونها حراماً بناءً على الأدلة الشرعية المختلفة. ولكن بشكل عام، يُعد الرأي الأكثر شيوعاً أنها مكروهة.,True,7.973153352737427,
69,حكم أخذ مال المسلم بغير حق:,"أ: أخذ مال المسلم جائز بإجماع العلماء
ب: أخذ مال المسلم محرم بإجماع المسلمين
ج: أخذ مال المسلم مكروه عند الجمهور",ب,ب: أخذ مال المسلم محرم بإجماع المسلمين,True,2.517659902572632,
70,حكم المهر في النكاح:,"أ: المهر مستحب فقط
ب: المهر واجب بإجماع العلماء
ج: المهر سنة مؤكدة",ب,ب: المهر واجب بإجماع العلماء,True,2.990980386734009,
71,حكم الصداق (الهبة من الرجل لزوجته):,"أ: الصداق محرم بإجماع العلماء
ب: الصداق جائز ومستحب بإجماع العلماء
ج: الصداق مكروه عند الجمهور",ب,ب: الصداق جائز ومستحب بإجماع العلماء (في المذهب المالكي)؛ لكن يُشار إلى أن بعض الفقهاء الآخرين قد يعتبرونه مستحباً وليس واجباً. ومع ذلك، بناءً على الفقه المالكي، الخيار الصحيح سيكون ب.,True,6.579122304916382,
72,حكم الإعسار في الدين:,"أ: يحبس المعسر
ب: ينظر المعسر بإجماع العلماء
ج: يباع ماله فوراً",ب,"ب: ينظر المعسر بإجماع العلماء.

(في الفقه المالكي، عند الإعسار في الدين، لا يحق حبس الدائن للمدين، بل يجب النظر إلى حالته المالية قبل اتخاذ أي إجراء آخر.)",True,5.398988962173462,
73,حكم الإفلاس:,"أ: يخفى أمره
ب: يعلن إفلاسه بإجماع العلماء
ج: يترك دون تدخل",ب,الإجابة: ب - يعلن إفلاسه بإجماع العلماء. لكن يجب التنويه أن هذا ليس بالإجماع الكامل بين جميع الفقهاء، ولكن وفقاً للمذهب المالكي، يُعتبر الإعلان عن الإفلاس أمراً ضرورياً. ومع ذلك، في الفقه الإسلامي بشكل عام، هناك اختلافات حول كيفية التعامل مع حالة الإفلاس.,True,7.442728757858276,
74,حكم التفليس:,"أ: التفليس محرم بإجماع العلماء
ب: التفليس جائز بإجماع العلماء
ج: التفليس مكروه عند الجمهور",ب,الإجابة الصحيحة هي ج: التفليس مكروه عند الجمهور، بما في ذلك المذهب المالكي. لكن يجب التنويه أن هذا الحكم ليس بالإجماع بين جميع الفقهاء؛ حيث يرى البعض الآخر أنه حرام. ولكن بناءً على الفقه المالكي، يُعتبر التفليس مكروهاً وليس محرماً أو جائزاً.,True,6.992284536361694,
75,حكم الكفالة:,"أ: الكفالة محرمة بإجماع العلماء
ب: الكفالة جائزة بإجماع العلماء
ج: الكفالة مكروهة عند الجمهور",ب,"ب: الكفالة جائزة بإجماع العلماء (في الفقه المالكي، كما في المذاهب الأخرى) ولكن يجب التنويه أن هذا الإجماع ليس عاماً بين جميع المدارس الفقهية. لكن وفقاً للفقه المالكي، فإن الكفالة تعتبر جائزة.

الإجابة الصحيحة: ب",True,7.107961416244507,
76,حكم الضمان:,"أ: الضمان محرم بإجماع العلماء
ب: الضمان جائز بإجماع العلماء
ج: الضمان مكروه عند الجمهور",ب,"ب: الضمان جائز بإجماع العلماء (في الفقه المالكي، كما في المذاهب الأخرى) ولكن يجب توضيح أن هذا يشير إلى الضمان الشرعي وليس كل أشكال الضمان. لكن بناءً على سياق السؤال الذي يبدو أنه يبحث عن حكم عام للضمان، الخيار ب هو الأكثر دقة من حيث الإجماع العام بين العلماء، بما في ذلك المالكيين. ومع ذلك، يجب أن نلاحظ أن بعض أنواع الضمان قد تكون مكروهة أو محرمة بناءً على الظروف المحددة. ولكن بشكل عام، الضمان جائز بإجماع العلماء.

الإجابة الصحيحة: ب",True,12.909985542297363,
77,حكم الإيلاء (اليمين على عدم قربان الزوجة):,"أ: الإيلاء محرم بإجماع العلماء
ب: الإيلاء جائز عند جمهور العلماء
ج: الإيلاء واجب في بعض الحالات",ب,الإجابة الصحيحة هي ب: الإيلاء جائز عند جمهور العلماء، لكنه ليس مستحباً أو واجباً. ومع ذلك، يجب التنويه أن هذا الحكم يعتمد على الظروف المحددة التي يتم فيها اليمين. في الفقه المالكي تحديداً، يُعتبر الإيلاء من الأمور الجائزة ولكنها ليست محبوبة (مكروهة).,True,8.191492795944214,
78,حكم الظهار:,"أ: الظهار جائز بإجماع العلماء
ب: الظهار محرم بإجماع العلماء
ج: الظهار مكروه عند الجمهور",ب,الإجابة الصحيحة هي ب: الظهار محرم بإجماع العلماء. وفقاً للفقه المالكي، كما في المذاهب الأخرى، يعتبر الظهار حراماً وليس جائزاً.,True,5.527252674102783,
79,حكم اللعان:,"أ: اللعان محرم بإجماع العلماء
ب: اللعان مشروع عند التهمة بالزنا
ج: اللعان مكروه عند الجمهور",ب,ب: اللعان مشروع عند التهمة بالزنا,True,2.3130781650543213,
80,حكم الخلع:,"أ: الخلع محرم بإجماع العلماء
ب: الخلع جائز بإجماع العلماء
ج: الخلع مكروه عند الجمهور",ب,ب: الخلع جائز بإجماع العلماء (في المذهب المالكي)؛ لكن يجب التنويه أن بعض المدارس الفقهية الأخرى قد تعتبر الأمر مختلفاً. ولكن بناءً على الفقه المالكي، الخيار الصحيح هو ب.,True,5.660471439361572,
81,حكم الطلاق:,"أ: الطلاق محرم في جميع الحالات
ب: الطلاق جائز بأسبابه وبشروطه بإجماع العلماء
ج: الطلاق واجب في جميع الحالات",ب,"ب: الطلاق جائز بأسبابه وبشروطه بإجماع العلماء. (لكن يجب التنويه، هذا الإجماع ليس من منظور كل المذاهب الفقهية، بل هو صحيح ضمن المذهب المالكي) ولكن بشكل عام، يمكن القول أن معظم المذاهب الفقهية تعتبر الطلاق جائزاً تحت ظروف معينة وليس محرماً أو واجباً. لكن في المذهب المالكي تحديداً، الإجابة ستكون ""ب"".",True,9.546136379241943,
82,حكم الرجعة بعد الطلاق:,"أ: الرجعة محرمة في جميع الحالات
ب: الرجعة جائزة في الطلاق الرجعي بإجماع العلماء
ج: الرجعة واجبة بإجماع العلماء",ب,ب: الرجعة جائزة في الطلاق الرجعي بإجماع العلماء,True,2.850632429122925,
83,حكم العدة بعد الطلاق:,"أ: العدة مستحبة فقط
ب: العدة واجبة بإجماع العلماء
ج: العدة سنة مؤكدة",ب,ب: العدة واجبة بإجماع العلماء,True,2.118931293487549,
84,حكم النفقة بعد الطلاق:,"أ: النفقة مستحبة فقط
ب: النفقة واجبة في العدة بإجماع العلماء
ج: النفقة سنة مؤكدة",ب,ب: النفقة واجبة في العدة بإجماع العلماء,True,2.1825549602508545,
85,حكم الحضانة بعد الطلاق:,"أ: الحضانة مستحبة فقط
ب: الحضانة واجبة بإجماع العلماء
ج: الحضانة سنة مؤكدة",ب,ب: الحضانة واجبة بإجماع العلماء، وفقاً للفقه المالكي.,True,2.853750705718994,
86,حكم الوصية للوارث:,"أ: الوصية للوارث جائزة بإجماع العلماء
ب: الوصية للوارث محرمة بإجماع العلماء إلا بإذن باقي الورثة
ج: الوصية للوارث مستحبة في جميع الحالات",ب,ب: الوصية للوارث محرمة بإجماع العلماء، إلا بإذن باقي الورثة.,True,3.5254359245300293,
87,حكم وجوب صلاة الوتر:,"أ: صلاة الوتر فرض عين
ب: صلاة الوتر سنة مؤكدة عند جمهور العلماء
ج: صلاة الوتر فرض كفاية",ب,ب: صلاة الوتر سنة مؤكدة عند جمهور العلماء,True,2.481951951980591,
88,حكم ذبح غير المسلم للحيوان المأكول:,"أ: ذبيحته حلال بإجماع العلماء
ب: ذبيحته حرام إلا ذبيحة أهل الكتاب بالشروط المعتبرة عند جمهور العلماء
ج: ذبيحته مكروهة عند الجمهور",ب,ب: ذبيحته حرام إلا ذبيحة أهل الكتاب بالشروط المعتبرة عند جمهور العلماء,True,3.353675127029419,
89,حكم من سب الله أو رسوله:,"أ: هو مسلم عاصي
ب: هو كافر مرتد بإجماع العلماء
ج: قد تاب توبة نصوح",ب,ب: هو كافر مرتد بإجماع العلماء,True,1.9708147048950195,
90,حكم اللعان بين الزوجين:,"أ: اللعان محرم بإجماع العلماء
ب: اللعان مشروع بإجماع العلماء عند التهمة بالزنا
ج: اللعان مكروه عند الجمهور",ب,ب: اللعان مشروع بإجماع العلماء عند التهمة بالزنا (في الفقه المالكي),True,3.525177478790283,
91,حكم المباهلة في الدين:,"أ: المباهلة محرمة بإجماع العلماء
ب: المباهلة جائزة بإجماع العلماء عند الحاجة
ج: المباهلة مكروهة عند الجمهور",ب,ب: المباهلة جائزة بإجماع العلماء عند الحاجة، لكن يجب التنويه أن هذا الإجماع ليس مطلقاً بين جميع الفقهاء. في الفقه المالكي تحديداً، يُعتبر حكم المباهلة كما ذكر الخيار (ب) ولكن مع بعض الشروط والقيود التي حددها علماؤهم.,True,6.904928684234619,
92,حكم الرضاع المحرم للنكاح:,"أ: الرضاع لا يؤثر على النكاح
ب: الرضاع يحرم النكاح بإجماع العلماء
ج: الرضاع يكره النكاح فقط",ب,ب: الرضاع يحرم النكاح بإجماع العلماء,True,2.766068696975708,
93,حكم الحضانة للأطفال:,"أ: الحضانة مستحبة فقط
ب: الحضانة واجبة بإجماع العلماء
ج: الحضانة سنة مؤكدة",ب,"ب: الحضانة واجبة بإجماع العلماء (في الفقه المالكي، كما في المذاهب الأخرى) ولكن يجب التنويه أن هذا الإجماع ليس موجوداً بشكل صريح بين جميع الفقهاء. لكن يمكن القول بناءً على النصوص الشرعية والأقوال الفقهية، الحضانة تعتبر واجبة في الفقه الإسلامي بما فيه الفقه المالكي. ومع ذلك، من الناحية الدقيقة للغاية، قد يفضل البعض وصفها بأنها ""واجب"" وليس ""إجماع"". لكن للإجابة مباشرة بناءً على الخيارات المعطاة، الاختيار الصحيح سيكون (ب). ولكن يجب أن يكون فهم القارئ واضحاً حول هذه النقطة الفقهية.",True,14.312424182891846,
94,حكم الدعاء على الظالم:,"أ: الدعاء على الظالم محرم بإجماع العلماء
ب: الدعاء على الظالم جائز بإجماع العلماء
ج: الدعاء على الظالم مكروه عند الجمهور",ب,ج: الدعاء على الظالم مكروه عند الجمهور، لكنه ليس محرماً بالإجماع. ومع ذلك، يُفضل عدم اللجوء إلى هذا النوع من الدعاء إلا إذا كان هناك ضرورة ملحة وحماية للمظلومين. ولكن يجب أن يكون الداعي حريصاً على ألا يزيد في دعائه عن حاجته أو ما يستحق الظالم.,True,7.8255720138549805,
95,حكم مصافحة الرجل للمرأة الأجنبية:,"أ: المصافحة جائزة بإجماع العلماء
ب: المصافحة محرمة بإجماع العلماء
ج: المصافحة مكروهة عند الجمهور",ب,ج: المصافحة مكروهة عند الجمهور، بما في ذلك المذهب المالكي. لكن يُذكر أن هذا الحكم قد يختلف بناءً على السياق والظروف، حيث يمكن اعتبارها حرامًا إذا أدت إلى فتنة أو شهوة. ولكن بشكل عام، حسب الفقه المالكي، تعتبر المصافحة مكروهة.,True,7.000389099121094,
96,حكم صلاة الكسوف والخسوف:,"أ: صلاة الكسوف فرض عين
ب: صلاة الكسوف سنة مؤكدة بإجماع العلماء
ج: صلاة الكسوف فرض كفاية",ب,"ب: صلاة الكسوف سنة مؤكدة بإجماع العلماء، ولكن يُشار إلى أن بعض الفقهاء المالكيين يرونها واجبة (فرض عين) عند وجود الخوف أو الرعب بين الناس. ومع ذلك، بشكل عام، تُعتبر صلاة الكسوف والخسوف سنّة مؤكدة في الفقه المالكي.

إذن، الخيار الصحيح هو ب: سنة مؤكدة بإجماع العلماء.",True,9.138540267944336,
97,حكم بيع العربون:,"أ: بيع العربون محرم بإجماع العلماء
ب: بيع العربون جائز عند جمهور العلماء
ج: بيع العربون مكروه عند الجمهور",ب,ب: بيع العربون جائز عند جمهور العلماء,True,2.188323497772217,
98,حكم إعارة السلاح في الفتنة:,"أ: إعارة السلاح جائزة بإجماع العلماء
ب: إعارة السلاح محرمة بإجماع العلماء
ج: إعارة السلاح مكروهة عند الجمهور",ب,"ج: إعارة السلاح مكروهة عند الجمهور، لكن لا يوجد إجماع بين العلماء حول هذا الأمر. ومع ذلك، في الفتنة تحديداً، يميل الفقه المالكي إلى اعتبارها محرمة بناءً على مبدأ ""الصلح يُحمل على ما هو أبعد من الخصومة"". ولكن يجب التنويه أن هذه النقطة ليست بالإجماع بين جميع المذاهب الإسلامية.

**لكن للإجابة بشكل أكثر دقة وفقاً للمعلومات المقدمة، الخيار الأقرب سيكون:** 
ج: إعارة السلاح مكروهة عند الجمهور. (مع العلم بأن الفقه المالكي قد يميل نحو التحريم في حالات الفتنة)",False,13.517784595489502,
99,حكم الوفاء بالكفارات:,"أ: الوفاء بالكفارات مستحب فقط
ب: الوفاء بالكفارات واجب بإجماع العلماء
ج: الوفاء بالكفارات سنة مؤكدة",ب,ب: الوفاء بالكفارات واجب بإجماع العلماء (في الفقه المالكي),True,3.022754430770874,
100,حكم الوفاء بالنذر المباح:,"أ: الوفاء بالنذر مستحب فقط
ب: الوفاء بالنذر واجب بإجماع العلماء
ج: الوفاء بالنذر سنة مؤكدة",ب,أ: الوفاء بالنذر مستحب فقط (في الفقه المالكي),True,2.4799726009368896,
101,خيار المجلس عند المالكية:,"أ: خيار المجلس ثابت للمتبايعين ما لم يتفرقا
ب: خيار المجلس لا يثبت، والعقد يلزم بالإيجاب والقبول",ب,"الإجابة الصحيحة هي أ: خيار المجلس ثابت للمتبايعين ما لم يتفرقا.

(أ)",False,3.3577041625976562,
102,بيع الغرر اليسير في المذهب المالكي:,"أ: بيع الغرر اليسير ممنوع كالغرر الكثير
ب: بيع الغرر اليسير معفو عنه ولا يؤثر في صحة العقد",ب,"ب: بيع الغرر اليسير معفو عنه ولا يؤثر في صحة العقد

(لكن يجب التنويه أن هذا الرأي ليس بالإجماع بين الفقهاء المالكيين، حيث يرى البعض الآخر أنه ممنوع كالغرر الكثير) ولكن بناءً على النص المقدم، الخيار الصحيح هو ب.",True,7.795760869979858,
103,من شروط صحة الحج:,"أ: الاستطاعة
ب: العقل
ج: الإسلام
د: جميع ما سبق",د,د: جميع ما سبق,False,1.4439260959625244,
104,يبدأ الإحرام للحج من:,"أ: المواقيت المكانية
ب: مكة المكرمة
ج: المدينة المنورة",أ,"الإجابة: أ 

(يبدأ الإحرام للحج من المواقيت المكانية)",False,2.8402411937713623,
105,من محظورات الإحرام:,"أ: لبس المخيط للرجال
ب: تغطية الرأس للرجال
ج: قص الأظافر
د: جميع ما سبق",د,د: جميع ما سبق,False,1.698106288909912,
106,الطواف حول الكعبة يكون:,"أ: في اتجاه عقارب الساعة
ب: عكس اتجاه عقارب الساعة
ج: في أي اتجاه",ب,الطواف حول الكعبة يكون **في اتجاه عقارب الساعة**. (أ),True,2.428903579711914,
107,عدد أشواط السعي بين الصفا والمروة:,"أ: سبعة أشواط
ب: ستة أشواط
ج: ثمانية أشواط",أ,الإجابة: أ: سبعة أشواط,True,1.6846075057983398,
108,الوقوف بعرفة يكون في اليوم:,"أ: الثامن من ذي الحجة
ب: التاسع من ذي الحجة
ج: العاشر من ذي الحجة",ب,ب: التاسع من ذي الحجة,True,2.0369739532470703,
109,رمي الجمرات يبدأ في:,"أ: يوم عرفة
ب: يوم النحر
ج: أيام التشريق",ب,ج: أيام التشريق,False,1.139383316040039,
110,طواف الإفاضة من:,"أ: واجبات الحج
ب: أركان الحج
ج: سنن الحج",ب,ب: أركان الحج,False,1.3073091506958008,
111,من أركان العمرة:,"أ: الطواف
ب: السعي
ج: الإحرام
د: جميع ما سبق",د,د: جميع ما سبق,False,1.457427740097046,
112,متى يجوز التمتع بالعمرة إلى الحج؟,"أ: في أشهر الحج
ب: في أي وقت من السنة
ج: في شهر رمضان فقط",أ,"الإجابة الصحيحة هي أ: في أشهر الحج.

وفقاً للفقه المالكي، يمكن للمسلم أن يمتع بالعمرة إلى الحج خلال أشهر الحج (شوال، ذو القعدة، وذو الحجة).",False,5.279658317565918,
113,من شروط طواف الإفاضة:,"أ: الطهارة
ب: ستر العورة
ج: جعل البيت عن يساره
د: جميع ما سبق",د,د: جميع ما سبق,False,1.671614408493042,
114,المبيت بمزدلفة ليلة النحر:,"أ: ركن من أركان الحج
ب: واجب من واجبات الحج
ج: سنة من سنن الحج",ب,ب: واجب من واجبات الحج,False,1.6532628536224365,
115,أنواع النسك في الحج:,"أ: التمتع
ب: القران
ج: الإفراد
د: جميع ما سبق",د,د: جميع ما سبق,False,1.276777982711792,
116,الهدي واجب على:,"أ: المتمتع والقارن
ب: المفرد
ج: جميع الحجاج",أ,"الإجابة: أ 

(الوجوب يقع على المتمتع والقارن) وفقاً للفقه المالكي.",False,3.1554746627807617,
117,من محظورات الإحرام للمرأة:,"أ: لبس النقاب
ب: لبس القفازين
ج: كلاهما
د: لا شيء مما سبق",ج,ج: كلاهما,True,1.3194804191589355,
118,حكم التحلل من الإحرام قبل إتمام النسك:,"أ: جائز مطلقاً
ب: جائز بشرط الاشتراط عند الإحرام
ج: غير جائز مطلقاً",ب,"ج: غير جائز مطلقاً، إلا في حالات معينة مثل المرض أو العجز. ولكن بناءً على القواعد الفقهية المالكيّة، الخيار الأكثر دقة سيكون ب: جائز بشرط الاشتراط عند الإحرام، لكن هذا الشرط لا يجعل التحلل مسموحا بشكل عام، بل فقط إذا تم ذكر ذلك في بداية الإحرام. ومع ذلك، وفقاً للمذهب المالكي، فإن أفضل خيار هنا قد يكون أن نذكر أنه غير جائز مطلقاً إلا في حالات معينة، ولكن بناءً على الخيارات المعطاة، سيكون الجواب الأقرب هو ب. لكن يجب التنويه إلى أن هذا يعتمد على الظروف المحددة التي يتم فيها التحلل من الإحرام.
الثقة: 90%",True,14.664266586303711,
119,طواف الوداع:,"أ: واجب على كل حاج
ب: واجب إلا على الحائض والنفساء
ج: سنة للجميع",ب,ج: سنة للجميع,False,1.307572364807129,
120,حكم تأخير طواف الإفاضة إلى ما بعد أيام التشريق:,"أ: جائز
ب: غير جائز",أ,"الإجابة: ب - غير جائز.

وفقاً للفقه المالكي، يُعتبر تأخير طواف الإفاضة إلى ما بعد أيام التشريق غير جائز. يجب أن يتم الطواف قبل مغادرة مكة المكرمة بعد الانتهاء من الحج.",False,5.555197715759277,
121,من أسباب وجوب دم الفدية:,"أ: فعل محظور من محظورات الإحرام
ب: ترك واجب من واجبات الحج
ج: كلاهما",ج,ج: كلاهما,True,1.5845041275024414,
122,العمرة في رمضان:,"أ: تعدل حجة
ب: تعدل حجتين
ج: لا تعدل شيئاً",أ,"ج: لا تعدل شيئاً.

(لكن يجب التنويه أن هذا الرأي ليس من المذهب المالكي بشكل خاص، بل هو رأي جمهور العلماء بما في ذلك الحنفية والشافعية والحنابلة. بينما يرى بعض الفقهاء المالكيين أنها تعادل حجة واحدة.) ولكن بناءً على القاعدة العامة، الجواب الأقرب سيكون الخيار ج: لا تعدل شيئاً من حيث التكافؤ الدقيق مع الحج، لكنها لها ثواب عظيم في رمضان كما ورد في الأحاديث النبوية.",False,11.246828317642212,
123,وقت صلاة الظهر حسب المذهب المالكي يبدأ من:,"أ: زوال الشمس
ب: بعد زوال الشمس بقليل
ج: عندما يصير ظل كل شيء مثله",أ,الإجابة الصحيحة هي ج: عندما يصير ظل كل شيء مثله. وفقاً للمذهب المالكي، يبدأ وقت صلاة الظهر عند الزوال الحقيقي للشمس، أي عندما يكون طول الظل مساوياً لطول الشيء نفسه.,True,5.4716386795043945,
124,وقت صلاة العصر حسب المذهب المالكي يبدأ من:,"أ: عندما يصير ظل كل شيء مثله
ب: عندما يصير ظل كل شيء مثليه
ج: بعد زوال الشمس مباشرة",أ,الإجابة الصحيحة هي أ: عندما يصير ظل كل شيء مثله. وفقاً للمذهب المالكي، يبدأ وقت صلاة العصر عند ارتفاع الشمس نصف درجة عن كبد السماء (أي ما يُعرف بزوالها)، ثم يستمر حتى تغرب الشمس. ومع ذلك، فإن بداية الوقت الفعلي لصلاة العصر حسب المذهب المالكي هي عندما يصير ظل كل شيء مثله.,False,8.05910611152649,
125,وقت صلاة المغرب حسب المذهب المالكي:,"أ: من غروب الشمس إلى مغيب الشفق الأحمر
ب: من غروب الشمس إلى مغيب الشفق الأبيض
ج: وقت قصير بعد غروب الشمس بقدر الوضوء وأداء ثلاث ركعات",ج,الإجابة الصحيحة هي أ: من غروب الشمس إلى مغيب الشفق الأحمر. وفقاً للمذهب المالكي، يبدأ وقت صلاة المغرب بغروب الشمس وينتهي بمغيب الشفق الأحمر.,False,5.101694583892822,
